,Unnamed: 0,Event,Date,WeightClass,Winner,Result,Loser,Method,Method_Notes,Round,Time,ConvertedTime,isTitleBout,WinStreak,Winner_Pre_Elo,Loser_Pre_Elo,Loser_brokenStreak,Winner_Post_Elo,Loser_Post_Elo,K_Value,Winner_winStreak
0,0,/wiki/UFC_1,1993-11-12,,Royce Gracie,def,Gerard Gordeau,SUB,Submission (rear-naked choke),,1:44,104.0,False,0,1200.0,1200.0,0.0,1232.2487633213552,1167.7512366786448,64.49752664271061,1.0
1,1,/wiki/UFC_1,1993-11-12,,Jason Delucia,def,Trent Jenkins,SUB,Submission (rear-naked choke),,0:52,52.0,False,0,1200.0,1200.0,0.0,1232.2487633213552,1167.7512366786448,64.49752664271061,1.0
2,2,/wiki/UFC_1,1993-11-12,,Royce Gracie,def,Ken Shamrock,SUB,Submission (rear-naked choke),,0:57,57.0,False,0,1232.2487633213552,1200.0,0.0,1263.2686235688495,1170.7359808985902,64.49752664271061,2.0
3,3,/wiki/UFC_1,1993-11-12,,Gerard Gordeau,def,Kevin Rosier,TKO,TKO (corner stoppage),,0:59,59.0,False,0,1167.7512366786448,1200.0,0.0,1202.9847442199457,1164.766492458699,64.49752664271061,1.0
4,4,/wiki/UFC_1,1993-11-12,,Ken Shamrock,def,Patrick Smith,SUB,Submission (heel hook),,1:49,109.0,False,0,1170.7359808985902,1200.0,0.0,1205.694607665953,1165.0413732326372,64.49752664271061,1.0
5,5,/wiki/UFC_1,1993-11-12,,Royce Gracie,def,Art Jimmerson,SUB,Submission (smother choke),,2:18,138.0,False,0,1263.2686235688495,1200.0,0.0,1292.9769123261456,1173.5597287670914,64.49752664271061,3.0
6,6,/wiki/UFC_1,1993-11-12,,Kevin Rosier,def,Zane Frazier,TKO,TKO (punches),,4:20,260.0,False,0,1164.766492458699,1200.0,0.0,1200.2744440113936,1164.4920484473055,64.49752664271061,1.0
7,7,/wiki/UFC_1,1993-11-12,,Gerard Gordeau,def,Teila Tuli,TKO,TKO (head kick),,0:26,26.0,False,0,1202.9847442199457,1200.0,0.0,1236.874775860279,1168.0282720374214,64.49752664271061,2.0
8,8,/wiki/UFC_2,1994-03-11,,Royce Gracie,def,Patrick Smith,SUB,TKO (submission to punches),,1:17,77.0,False,0,1292.9769123261456,1165.0413732326372,0.0,1317.9081436371052,1144.1086306742168,64.65121510973917,4.0
9,9,/wiki/UFC_2,1994-03-11,,Patrick Smith,def,Johnny Rhodes,SUB,Submission (guillotine choke),,1:07,67.0,False,0,1144.1086306742168,1200.0,0.0,1181.5900053634905,1162.5186253107263,64.65121510973917,1.0
10,10,/wiki/UFC_2,1994-03-11,,Royce Gracie,def,Remco Pardoel,SUB,Submission (lapel choke),,1:31,91.0,False,0,1317.9081436371052,1200.0,0.0,1345.3770866569223,1178.2420242981566,64.65121510973917,5.0
11,11,/wiki/UFC_2,1994-03-11,,Patrick Smith,def,Scott Morris,KO,KO (elbows),,0:30,30.0,False,0,1181.5900053634905,1200.0,0.0,1225.0185465364325,1159.029678138734,77.82090707653789,2.0
12,12,/wiki/UFC_2,1994-03-11,,Johnny Rhodes,def,Fred Ettish,SUB,Submission (rear-naked choke),,3:07,187.0,False,0,1162.5186253107263,1200.0,0.0,1198.3180558165798,1164.2005694941465,64.65121510973917,1.0
13,13,/wiki/UFC_2,1994-03-11,,Remco Pardoel,def,Orlando Wiet,KO,KO (elbows),,1:29,89.0,False,0,1178.2420242981566,1200.0,0.0,1219.5860445615035,1158.655979736653,77.82090707653789,1.0
14,14,/wiki/UFC_2,1994-03-11,,Royce Gracie,def,Jason Delucia,SUB,Submission (armbar),,1:07,67.0,False,0,1345.3770866569223,1232.2487633213552,1.0,1375.028063091805,1210.0918288469302,64.65121510973917,6.0
15,15,/wiki/UFC_2,1994-03-11,,Scott Morris,def,Sean Daugherty,SUB,Submission (guillotine choke),,0:20,20.0,False,0,1159.029678138734,1200.0,0.0,1195.1496168856463,1163.8800612530877,64.65121510973917,1.0
16,16,/wiki/UFC_2,1994-03-11,,Patrick Smith,def,Ray Wizard,SUB,Submission (guillotine choke),,0:58,58.0,False,0,1225.0185465364325,1200.0,0.0,1258.728661787449,1169.9981174341256,64.65121510973917,3.0
17,17,/wiki/UFC_2,1994-03-11,,Johnny Rhodes,def,David Levicki,SUB,TKO (submission to punches),,12:13,733.0,False,0,1198.3180558165798,1200.0,0.0,1232.7490769307487,1167.5179046092746,64.65121510973917,2.0
18,18,/wiki/UFC_2,1994-03-11,,Frank Hamaker,def,Thaddeus Luster,TKO,TKO (corner stoppage),,4:52,292.0,False,0,1200.0,1200.0,0.0,1232.3256075548695,1167.6743924451305,64.65121510973917,1.0
19,19,/wiki/UFC_2,1994-03-11,,Orlando Wiet,def,Robert Lucarelli,TKO,TKO (knees),,2:50,170.0,False,0,1158.655979736653,1200.0,0.0,1194.8102042180751,1163.845775518578,64.65121510973917,1.0
20,20,/wiki/UFC_2,1994-03-11,,Remco Pardoel,def,Alberto Cerro Leon,SUB,Submission (armlock),,9:51,591.0,False,0,1219.5860445615035,1200.0,0.0,1251.9215974617227,1169.4947614148875,64.65121510973917,2.0
21,21,/wiki/UFC_2,1994-03-11,,Jason Delucia,def,Scott Baker,SUB,TKO (submission to punches),,6:41,401.0,False,0,1210.0918288469302,1200.0,0.0,1241.4787507935923,1168.6130780533379,64.65121510973917,1.0
22,22,/wiki/UFC_2,1994-03-11,,Royce Gracie,def,Minoki Ichihara,SUB,Submission (lapel choke),,5:08,308.0,False,0,1375.028063091805,1200.0,0.0,1399.5566450892272,1182.7083175788785,64.65121510973917,7.0
23,23,/wiki/UFC_3,1994-09-09,,Steve Jennum,def,Harold Howard,SUB,TKO (submission to punches),,1:27,87.0,False,0,1200.0,1200.0,0.0,1232.443488358086,1167.556511641914,64.8869767161717,1.0
24,24,/wiki/UFC_3,1994-09-09,,Ken Shamrock,def,Felix Mitchell,SUB,Submission (rear-naked choke),,4:34,274.0,False,0,1205.694607665953,1200.0,0.0,1239.5210883938628,1168.0882257283872,64.8869767161717,2.0
25,25,/wiki/UFC_3,1994-09-09,,Keith Hackney,def,Emmanuel Yarbrough,TKO,TKO (punches),,1:59,119.0,False,0,1200.0,1200.0,0.0,1232.443488358086,1167.556511641914,64.8869767161717,1.0
26,26,/wiki/UFC_3,1994-09-09,,Ken Shamrock,def,Christophe Leininger,SUB,TKO (submission to punches),,4:49,289.0,False,0,1239.5210883938628,1200.0,0.0,1271.8457680264341,1171.2311502024108,64.8869767161717,3.0
27,27,/wiki/UFC_3,1994-09-09,,Harold Howard,def,Roland Payne,KO,KO (punch),,0:46,46.0,False,0,1167.556511641914,1200.0,0.0,1210.244999005909,1157.311512636005,78.10469419539186,1.0
28,28,/wiki/UFC_3,1994-09-09,,Royce Gracie,def,Kimo Leopoldo,SUB,Submission (armlock),,4:40,280.0,False,0,1399.5566450892272,1200.0,0.0,1423.0426627890656,1184.3804568580624,64.8869767161717,8.0
29,29,/wiki/UFC_4,1994-12-16,,Royce Gracie,def,Dan Severn,SUB,Submission (triangle choke),,15:49,949.0,False,0,1423.0426627890656,1200.0,0.0,1445.5164817834498,1185.8996479316265,65.01428118120533,9.0
30,30,/wiki/UFC_4,1994-12-16,,Royce Gracie,def,Keith Hackney,SUB,Submission (armbar),,5:32,332.0,False,0,1445.5164817834498,1232.443488358086,1.0,1470.4267586581402,1217.6991337498491,65.01428118120533,10.0
31,31,/wiki/UFC_4,1994-12-16,,Dan Severn,def,Marcus Bossett,SUB,Submission (arm-triangle choke),,0:52,52.0,False,0,1185.8996479316265,1200.0,0.0,1219.7253369403043,1166.1743109913223,65.01428118120533,1.0
32,32,/wiki/UFC_4,1994-12-16,,Royce Gracie,def,Ron Van Clief,SUB,Submission (rear-naked choke),,3:49,229.0,False,0,1470.4267586581402,1200.0,0.0,1490.699721651158,1188.6796833521055,65.01428118120533,11.0
33,33,/wiki/UFC_4,1994-12-16,,Keith Hackney,def,Joe Son,SUB,Submission (blood choke),,2:44,164.0,False,0,1217.6991337498491,1200.0,0.0,1248.5517200222926,1169.1474137275566,65.01428118120533,1.0
34,34,/wiki/UFC_4,1994-12-16,,Steve Jennum,def,Melton Bowen,SUB,Submission (armbar),,4:47,287.0,False,0,1232.443488358086,1200.0,0.0,1263.6927341071416,1170.519579482023,65.01428118120533,2.0
35,35,/wiki/UFC_4,1994-12-16,,Dan Severn,def,Anthony Macias,SUB,Submission (rear-naked choke),,1:45,105.0,False,0,1219.7253369403043,1200.0,0.0,1252.228708267408,1169.3364421442418,65.01428118120533,2.0
36,36,/wiki/UFC_4,1994-12-16,,Joe Charles,def,Kevin Rosier,SUB,Submission (armbar),,0:14,14.0,False,0,1200.0,1200.2744440113936,1.0,1232.5328184099708,1167.7416256014228,65.01428118120533,1.0
37,37,/wiki/UFC_4,1994-12-16,,Marcus Bossett,def,Eldo Dias Xavier,KO,KO (strikes),,4:55,295.0,False,0,1166.1743109913223,1200.0,0.0,1209.1008096960136,1157.0735012953087,78.25793105145087,1.0
38,38,/wiki/UFC_4,1994-12-16,,Guy Mezger,def,Jason Fairn,TKO,TKO (corner stoppage),,2:13,133.0,False,0,1200.0,1200.0,0.0,1232.5071405906026,1167.4928594093974,65.01428118120533,1.0
39,39,/wiki/UFC_5,1995-04-07,,Ken Shamrock,vs,Royce Gracie,DRAW,Draw,,36:06,2166.0,False,0,1271.8457680264341,1490.699721651158,11.0,1288.6785417973576,1473.8669478802344,60.333405426241306,0.0
40,40,/wiki/UFC_5,1995-04-07,,Dan Severn,def,Dave Beneteau,SUB,Submission (americana),,3:01,181.0,False,0,1252.228708267408,1200.0,0.0,1283.3737360230468,1172.2810361733368,65.1600778603406,3.0
41,41,/wiki/UFC_5,1995-04-07,,Dave Beneteau,def,Todd Medina,SUB,TKO (submission to strikes),,2:12,132.0,False,0,1172.2810361733368,1200.0,0.0,1207.454861543459,1164.8261746298779,65.1600778603406,1.0
42,42,/wiki/UFC_5,1995-04-07,,Dan Severn,def,Oleg Taktarov,TKO,TKO (cut),,4:21,261.0,False,0,1283.3737360230468,1200.0,0.0,1313.040200018703,1175.0914647698635,65.1600778603406,4.0
43,43,/wiki/UFC_5,1995-04-07,,Jon Hess,def,Andy Anderson,TKO,TKO (punches),,1:23,83.0,False,0,1200.0,1200.0,0.0,1232.5800389301703,1167.4199610698297,65.1600778603406,1.0
44,44,/wiki/UFC_5,1995-04-07,,Todd Medina,def,Larry Cureton,SUB,Submission (forearm choke),,2:55,175.0,False,0,1164.8261746298779,1200.0,0.0,1200.6933423186224,1164.1328323112555,65.1600778603406,1.0
45,45,/wiki/UFC_5,1995-04-07,,Oleg Taktarov,def,Ernie Verdicia,SUB,Submission (choke),,2:23,143.0,False,0,1175.0914647698635,1200.0,0.0,1210.0032554745435,1165.08820929532,65.1600778603406,1.0
46,46,/wiki/UFC_5,1995-04-07,,Dan Severn,def,Joe Charles,SUB,Submission (rear-naked choke),,1:38,98.0,False,0,1313.040200018703,1232.5328184099708,1.0,1344.807790655112,1207.3699111705316,65.1600778603406,5.0
47,47,/wiki/UFC_5,1995-04-07,,Dave Beneteau,def,Asbel Cancio,TKO,TKO (punches),,0:21,21.0,False,0,1207.454861543459,1200.0,0.0,1241.2488087613765,1168.1189177189458,65.1600778603406,2.0
48,48,/wiki/UFC_5,1995-04-07,,Guy Mezger,def,John Dowdy,TKO,TKO (punches),,2:02,122.0,False,0,1232.5071405906026,1200.0,0.0,1263.8201917813155,1170.4593856691388,65.1600778603406,2.0
49,49,/wiki/UFC_6,1995-07-14,,Ken Shamrock,def,Dan Severn,SUB,Submission (guillotine choke),,2:14,134.0,False,0,1288.6785417973576,1344.807790655112,5.0,1326.5508228880599,1306.9355095644098,65.28791813389574,1.0
50,50,/wiki/UFC_6,1995-07-14,,Oleg Taktarov,def,Tank Abbott,SUB,Submission (rear-naked choke),,17:47,1067.0,False,0,1210.0032554745435,1200.0,0.0,1243.6098602672766,1168.2956558559122,65.28791813389574,2.0
51,51,/wiki/UFC_6,1995-07-14,,Tank Abbott,def,Paul Varelans,TKO,TKO (punches),,1:53,113.0,False,0,1168.2956558559122,1200.0,0.0,1203.9102149368223,1164.38544091909,65.28791813389574,1.0
52,52,/wiki/UFC_6,1995-07-14,,Oleg Taktarov,def,Anthony Macias,SUB,Submission (guillotine choke),,0:09,9.0,False,0,1243.6098602672766,1169.3364421442418,0.0,1272.56487461221,1143.56658245669,65.28791813389574,3.0
53,53,/wiki/UFC_6,1995-07-14,,Tank Abbott,def,John Matua,KO,KO (punch),,0:20,20.0,False,0,1203.9102149368223,1200.0,0.0,1245.0927440295854,1161.1485574596572,78.5873088648745,2.0
54,54,/wiki/UFC_6,1995-07-14,,Paul Varelans,def,Cal Worsham,KO,KO (elbow),,1:02,62.0,False,0,1164.38544091909,1200.0,0.0,1207.6929188598904,1156.6925220591995,78.5873088648745,1.0
55,55,/wiki/UFC_6,1995-07-14,,Patrick Smith,def,Rudyard Moncayo,SUB,Submission (rear-naked choke),,1:08,68.0,False,0,1258.728661787449,1200.0,0.0,1291.09804534528,1172.8220413849765,65.28791813389574,4.0
56,56,/wiki/UFC_6,1995-07-14,,Oleg Taktarov,def,Dave Beneteau,SUB,Submission (guillotine),,0:57,57.0,False,0,1272.56487461221,1241.2488087613765,2.0,1307.949414519089,1211.5392667343347,65.28791813389574,4.0
57,57,/wiki/UFC_6,1995-07-14,,Joel Sutton,def,Jack Mclaughlin,SUB,TKO (submission to punches),,2:01,121.0,False,0,1200.0,1200.0,0.0,1232.643959066948,1167.356040933052,65.28791813389574,1.0
58,58,/wiki/UFC_6,1995-07-14,,Anthony Macias,def,He-Man Ali Gipson,SUB,TKO (submission to punches),,3:06,186.0,False,0,1143.56658245669,1200.0,0.0,1181.4667052751076,1162.0998771815823,65.28791813389574,1.0
59,59,/wiki/UFC_7,1995-09-08,,Ken Shamrock,vs,Oleg Taktarov,DRAW,Draw,,33:00,1980.0,True,0,1326.5508228880599,1307.949414519089,4.0,1324.7704334249927,1309.7298039821562,66.57147271106207,0.0
60,60,/wiki/UFC_7,1995-09-08,,Marco Ruas,def,Paul Varelans,TKO,TKO (strikes),,13:17,797.0,False,0,1200.0,1207.6929188598904,1.0,1233.40403547142,1174.2888833884704,65.36108229813367,1.0
61,61,/wiki/UFC_7,1995-09-08,,Paul Varelans,def,Mark Hall,SUB,Submission (keylock),,1:04,64.0,False,0,1174.2888833884704,1200.0,0.0,1209.383462547261,1164.9054208412094,65.36108229813367,1.0
62,62,/wiki/UFC_7,1995-09-08,,Marco Ruas,def,Remco Pardoel,SUB,Submission (mounted position),,12:27,747.0,False,0,1233.40403547142,1251.9215974617227,2.0,1269.889972792294,1217.5009018759927,65.36108229813367,2.0
63,63,/wiki/UFC_7,1995-09-08,,Paul Varelans,def,Gerry Harris,SUB,TKO (submission to strikes),,1:07,67.0,False,0,1209.383462547261,1200.0,0.0,1243.0894771105186,1168.2018730535303,65.36108229813367,2.0
64,64,/wiki/UFC_7,1995-09-08,,Mark Hall,def,Harold Howard,SUB,TKO (submission to strikes),,1:41,101.0,False,0,1164.9054208412094,1210.244999005909,1.0,1201.8266553253416,1173.3237645217769,65.36108229813367,1.0
65,65,/wiki/UFC_7,1995-09-08,,Remco Pardoel,def,Ryan Parker,SUB,Submission (lapel choke),,3:05,185.0,False,0,1217.5009018759927,1200.0,0.0,1248.5366612848763,1168.9642405911163,65.36108229813367,1.0
66,66,/wiki/UFC_7,1995-09-08,,Marco Ruas,def,Larry Cureton,SUB,Submission (heel hook),,3:23,203.0,False,0,1269.889972792294,1164.1328323112555,0.0,1295.765422822316,1141.1037739007697,65.36108229813367,3.0
67,67,/wiki/UFC_7,1995-09-08,,Joel Sutton,def,Geza Kalman,TKO,TKO (cut),,0:48,48.0,False,0,1232.643959066948,1200.0,0.0,1264.0400817150087,1170.381016369754,65.36108229813367,2.0
68,68,/wiki/UFC_7,1995-09-08,,Onassis Parungao,def,Francesco Maturi,SUB,TKO (submission to strikes),,5:26,326.0,False,0,1200.0,1200.0,0.0,1232.6805411490668,1167.3194588509332,65.36108229813367,1.0
69,69,/wiki/UFC_7,1995-09-08,,Scott Bessac,def,David Hood,SUB,Submission (guillotine choke),,0:31,31.0,False,0,1200.0,1200.0,0.0,1232.6805411490668,1167.3194588509332,65.36108229813367,1.0
70,70,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Dan Severn,def,Oleg Taktarov,UD,Unanimous Decision,,30:00,1800.0,False,0,1306.9355095644098,1309.7298039821562,0.0,1339.9441755612715,1276.7211379852945,65.49062674321091,1.0
71,71,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Dan Severn,def,Tank Abbott,UD,Unanimous Decision,,18:00,1080.0,False,0,1339.9441755612715,1245.0927440295854,2.0,1365.4068240493195,1221.071377531427,65.49062674321091,2.0
72,72,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Oleg Taktarov,def,Marco Ruas,UD,Unanimous Decision,,18:00,1080.0,False,0,1276.7211379852945,1295.765422822316,3.0,1311.2595528462766,1261.2270079613338,65.49062674321091,1.0
73,73,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Tank Abbott,def,Steve Jennum,SUB,Submission (neck crank),,1:14,74.0,False,0,1221.071377531427,1263.6927341071416,2.0,1257.8136635986914,1226.9504480398773,65.49062674321091,1.0
74,74,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Dan Severn,def,Paul Varelans,SUB,Submission (arm-triangle choke),,1:01,61.0,False,0,1365.4068240493195,1243.0894771105186,2.0,1389.756222888664,1221.418598827015,65.49062674321091,3.0
75,75,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Marco Ruas,def,Keith Hackney,SUB,Submission (rear-naked choke),,2:39,159.0,False,0,1261.2270079613338,1248.5517200222926,1.0,1292.7782230628375,1217.000504920789,65.49062674321091,1.0
76,76,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Oleg Taktarov,def,Dave Beneteau,SUB,Submission (achilles hold),,1:15,75.0,False,0,1311.2595528462766,1211.5392667343347,0.0,1336.2720210461812,1187.9425986212173,65.49062674321091,2.0
77,77,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Joe Charles,def,Scott Bessac,SUB,Submission (armlock),,4:38,278.0,False,0,1207.3699111705316,1232.6805411490668,1.0,1242.496504605572,1197.5539477140264,65.49062674321091,1.0
78,78,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Mark Hall,def,Trent Jenkins,SUB,Submission (armlock),,5:29,329.0,False,0,1201.8266553253416,1167.7512366786448,0.0,1233.1433072336554,1138.2072254443865,65.49062674321091,2.0
79,79,/wiki/UFC_8,1996-02-16,,Ken Shamrock,def,Kimo Leopoldo,SUB,Submission (kneebar),,4:24,264.0,True,0,1324.7704334249927,1184.3804568580624,0.0,1347.0067402636494,1162.1441500194057,72.1290749338347,1.0
80,80,/wiki/UFC_8,1996-02-16,,Don Frye,def,Gary Goodridge,SUB,TKO (submission to punches),,2:14,134.0,False,0,1200.0,1200.0,0.0,1232.7859431517431,1167.2140568482569,65.57188630348608,1.0
81,81,/wiki/UFC_8,1996-02-16,,Don Frye,def,Sam Adkins,TKO,TKO (doctor stoppage),,0:48,48.0,False,0,1232.7859431517431,1200.0,0.0,1264.2692481419333,1170.298768877179,65.57188630348608,2.0
82,82,/wiki/UFC_8,1996-02-16,,Gary Goodridge,def,Jerry Bohlander,TKO,TKO (punches),,5:31,331.0,False,0,1167.2140568482569,1200.0,0.0,1203.084712028922,1164.1293448193348,65.57188630348608,1.0
83,83,/wiki/UFC_8,1996-02-16,,Don Frye,def,Thomas Ramirez,KO,KO (punch),,0:08,8.0,False,0,1264.2692481419333,1200.0,0.0,1300.50139287232,1167.7535201758753,78.92912240234436,3.0
84,84,/wiki/UFC_8,1996-02-16,,Paul Varelans,def,Joe Moreira,UD,Unanimous Decision,,10:00,600.0,False,0,1221.418598827015,1200.0,0.0,1252.1859211156486,1169.2326777113665,65.57188630348608,1.0
85,85,/wiki/UFC_8,1996-02-16,,Jerry Bohlander,def,Scott Ferrozzo,SUB,Submission (guillotine choke),,9:03,543.0,False,0,1164.1293448193348,1200.0,0.0,1200.2882653021236,1163.8410795172113,65.57188630348608,1.0
86,86,/wiki/UFC_8,1996-02-16,,Gary Goodridge,def,Paul Herrera,KO,KO (elbows),,0:13,13.0,False,0,1203.084712028922,1200.0,0.0,1244.5457467639706,1160.8858162876902,78.92912240234436,2.0
87,87,/wiki/UFC_8,1996-02-16,,Sam Adkins,def,Keith Mielke,SUB,TKO (submission to punches),,0:50,50.0,False,0,1170.298768877179,1200.0,0.0,1205.8806767622466,1164.4180921149325,65.57188630348608,1.0
88,88,/wiki/UFC_9,1996-05-17,,Dan Severn,def,Ken Shamrock,SD,Split decision,,30:00,1800.0,False,0,1389.756222888664,1347.0067402636494,1.0,1421.5436839776878,1320.317374974666,60.82531203539722,4.0
89,89,/wiki/UFC_9,1996-05-17,,Steve Nelmark,def,Tai Bowden,TKO,TKO (doctor stoppage),,7:25,445.0,False,0,1200.0,1200.0,0.0,1232.8456684991145,1167.1543315008855,65.69133699822899,1.0
90,90,/wiki/UFC_9,1996-05-17,,Cal Worsham,def,Zane Frazier,TKO,TKO (punches),,3:14,194.0,False,0,1156.6925220591995,1164.4920484473055,0.0,1190.2754139269548,1130.9091565795502,65.69133699822899,1.0
91,91,/wiki/UFC_9,1996-05-17,,Rafael Carino,def,Matt Andersen,TKO,TKO (punches),,5:32,332.0,False,0,1200.0,1200.0,0.0,1232.8456684991145,1167.1543315008855,65.69133699822899,1.0
92,92,/wiki/UFC_9,1996-05-17,,Mark Schultz,def,Gary Goodridge,TKO,TKO (cut),,12:00,720.0,False,0,1200.0,1244.5457467639706,2.0,1237.0339842090923,1207.5117625548783,65.69133699822899,1.0
93,93,/wiki/UFC_9,1996-05-17,,Mark Hall,def,Koji Kitao,TKO,TKO (doctor stoppage - broken nose),,0:40,40.0,False,0,1233.1433072336554,1200.0,0.0,1266.5387836937782,1170.2781448379114,65.69133699822899,3.0
94,94,/wiki/UFC_9,1996-05-17,,Don Frye,def,Amaury Bitetti,TKO,TKO (punches),,9:22,562.0,False,0,1300.50139287232,1200.0,0.0,1328.610499941797,1176.3990516756476,65.69133699822899,4.0
95,95,/wiki/UFC_10,1996-07-12,,Mark Coleman,def,Don Frye,TKO,TKO (punches),,11:34,694.0,False,0,1200.0,1328.610499941797,4.0,1244.5275123626338,1284.082987579163,65.76495324923718,1.0
96,96,/wiki/UFC_10,1996-07-12,,Don Frye,def,Brian Johnston,SUB,TKO (Submission to elbow),,4:37,277.0,False,0,1284.082987579163,1200.0,0.0,1309.1593729444173,1174.9236146347457,65.76495324923718,1.0
97,97,/wiki/UFC_10,1996-07-12,,Mark Coleman,def,Gary Goodridge,SUB,Submission (exhaustion),,7:00,420.0,False,0,1244.5275123626338,1207.5117625548783,0.0,1275.683431149581,1178.119386340777,65.76495324923718,2.0
98,98,/wiki/UFC_10,1996-07-12,,Don Frye,def,Mark Hall,TKO,TKO (punches),,10:21,621.0,False,0,1309.1593729444173,1266.5387836937782,3.0,1339.7603359122256,1237.66995070528,65.76495324923718,2.0
99,99,/wiki/UFC_10,1996-07-12,,Brian Johnston,def,Scott Fiedler,SUB,TKO (Submission to punches),,2:25,145.0,False,0,1174.9236146347457,1200.0,0.0,1210.175292468725,1164.7483221660207,65.76495324923718,1.0
100,100,/wiki/UFC_10,1996-07-12,,Mark Coleman,def,Moti Horenstein,SUB,TKO (Submission to punches),,2:43,163.0,False,0,1275.683431149581,1200.0,0.0,1304.7068387167865,1174.169270588105,65.76495324923718,3.0
101,101,/wiki/UFC_10,1996-07-12,,Gary Goodridge,def,John Campetella,TKO,TKO (punches),,1:28,88.0,False,0,1178.119386340777,1200.0,0.0,1213.0699846571868,1165.0494016835903,65.76495324923718,1.0
102,102,/wiki/UFC_10,1996-07-12,,Geza Kalman,def,Dieuseul Berto,TKO,TKO (punches),,5:57,357.0,False,0,1170.381016369754,1200.0,0.0,1206.0599623167222,1164.3210540530317,65.76495324923718,1.0
103,103,/wiki/UFC_10,1996-07-12,,Sam Adkins,def,Felix Mitchell,UD,Unanimous decision,,,,False,0,1205.8806767622466,1168.0882257283872,0.0,1236.9595715526175,1138.7685136619996,65.76495324923718,2.0
104,104,/wiki/UFC_11,1996-09-20,,Mark Coleman,def,Scott Ferrozzo,INJURY,Walkover (injury),,,,False,0,1304.7068387167865,1163.8410795172113,0.0,1327.0541643845543,1145.0778339623507,60.97878665327683,4.0
105,105,/wiki/UFC_11,1996-09-20,,Mark Coleman,def,Brian Johnston,SUB,TKO (Submission to strikes),,2:20,140.0,False,0,1327.0541643845543,1210.175292468725,1.0,1355.1455576017568,1187.9242779098515,65.85708958553897,5.0
106,106,/wiki/UFC_11,1996-09-20,,Scott Ferrozzo,def,Tank Abbott,UD,Unanimous decision,,18:00,1080.0,False,0,1145.0778339623507,1257.8136635986914,1.0,1188.3311880577778,1214.5603095032643,65.85708958553897,1.0
107,107,/wiki/UFC_11,1996-09-20,,Mark Coleman,def,Julian Sanchez,SUB,Submission (scarf hold choke),,0:45,45.0,False,0,1355.1455576017568,1200.0,0.0,1380.7453891268406,1180.870316668887,65.85708958553897,6.0
108,108,/wiki/UFC_11,1996-09-20,,Brian Johnston,def,Reza Nasri,TKO,TKO (strikes),,0:28,28.0,False,0,1187.9242779098515,1200.0,0.0,1221.9968503467685,1165.927427563083,65.85708958553897,1.0
109,109,/wiki/UFC_11,1996-09-20,,Tank Abbott,def,Sam Adkins,SUB,Submission (forearm choke),,2:06,126.0,False,0,1214.5603095032643,1236.9595715526175,2.0,1249.6088297426795,1201.9110513132023,65.85708958553897,1.0
110,110,/wiki/UFC_11,1996-09-20,,Jerry Bohlander,def,Fábio Gurgel,UD,Unanimous decision,,15:00,900.0,False,0,1200.2882653021236,1200.0,0.0,1235.163562927918,1167.0987758247222,65.85708958553897,2.0
111,111,/wiki/UFC_11,1996-09-20,,Scott Ferrozzo,def,Sam Fulton,SUB,TKO (Submission to strikes),,1:45,105.0,False,0,1188.3311880577778,1200.0,0.0,1224.4072833193022,1165.9659478664864,65.85708958553897,2.0
112,112,/wiki/UFC_11,1996-09-20,,Roberto Traven,def,Dave Berry,SUB,TKO (Submission to strikes),,1:23,83.0,False,0,1200.0,1200.0,0.0,1232.9285447927696,1167.0714552072304,65.85708958553897,1.0
113,113,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Don Frye,def,Tank Abbott,SUB,Submission (rear-naked choke),,1:22,82.0,False,0,1339.7603359122256,1249.6088297426795,1.0,1367.4114999418855,1224.9993921940325,65.9599078508738,3.0
114,114,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Tank Abbott,def,Steve Nelmark,KO,KO (punch),,1:03,63.0,False,0,1224.9993921940325,1232.8456684991145,1.0,1265.5938503517766,1192.2512103413703,79.3961853760518,1.0
115,115,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Don Frye,def,Mark Hall,SUB,Submission (achilles lock),,0:20,20.0,False,0,1367.4114999418855,1237.66995070528,0.0,1392.6689086460544,1216.4633433178317,65.9599078508738,4.0
116,116,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Ken Shamrock,def,Brian Johnston,SUB,Submission (forearm choke),,5:48,348.0,False,0,1320.317374974666,1221.9968503467685,1.0,1344.205764569592,1198.1084607518426,65.9599078508738,1.0
117,117,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Tank Abbott,def,Cal Worsham,SUB,Submission (punches),,2:51,171.0,False,0,1265.5938503517766,1190.2754139269548,1.0,1293.090635316598,1164.335050752595,65.9599078508738,2.0
