,Unnamed: 0,Event,Date,WeightClass,Winner,Result,Loser,Method,Method_Notes,Round,Time,ConvertedTime,isTitleBout,WinStreak,Winner_Pre_Elo,Loser_Pre_Elo,Loser_brokenStreak,Winner_Post_Elo,Loser_Post_Elo,K_Value,Winner_winStreak
1140,1157,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Welterweight,James Wilks,def,Damarques Johnson,SUB,Submission (rear-naked choke),1.0,4:54,294.0,False,0,1200.0,1200.0,0.0,1236.3228993043322,1163.6771006956678,72.64579860866415,1.0
1141,1158,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Lightweight,Ross Pearson,def,Andre Winner,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1200.0,1200.0,0.0,1236.1421883625194,1163.8578116374806,72.28437672503897,1.0
1142,1159,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Welterweight,Chris Lytle,def,Kevin Burns,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1195.1674992246897,1223.9099719701683,0.0,1234.2928376958869,1184.784633498971,72.28437672503897,1.0
1143,1160,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Lightweight,Joe Stevenson,def,Nate Diaz,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1262.3433887736555,1326.48556647077,0.0,1305.0832181793503,1283.7457370650752,72.28437672503897,1.0
1144,1161,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Lightweight,Melvin Guillard,def,Gleison Tibau,DECISION,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,300.0,False,0,1271.6777627108231,1295.5551252225894,2.0,1309.5846796148903,1259.7938828602619,66.92997844911015,2.0
1145,1162,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Welterweight,Brad Blackburn,def,Edgar Garcia,DECISION,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,300.0,False,0,1271.67517696525,1200.0,0.0,1301.6275853598468,1173.3424631589564,66.92997844911015,3.0
1146,1163,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Catchweight (208 lb),Tomasz Drwal,def,Mike Ciesnolevicz,TKO,TKO (knee and punches),1.0,4:48,288.0,False,0,1222.101881907975,1243.1773849737335,1.0,1263.14000833759,1204.4621713608892,73.00722049228936,2.0
1147,1164,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Welterweight,Nick Osipczak,def,Frank Lester,SUB,Submission (rear-naked choke),1.0,3:40,220.0,False,0,1200.0,1200.0,0.0,1238.5516675866875,1161.4483324133125,77.1033351733749,1.0
1148,1165,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,2009-06-20,Lightweight,Jason Dent,def,Cameron Dollar,SUB,Submission (anaconda choke),1.0,4:46,286.0,False,0,1129.4268507642535,1200.0,0.0,1173.317271607423,1156.1095791568305,73.12769445349777,1.0
1149,1166,/wiki/UFC_100,2009-07-11,Heavyweight,Brock Lesnar,def,Frank Mir,TKO,TKO (punches),2.0,1:48,108.0,True,0,1274.3144115486225,1393.640487896604,3.0,1333.77554465146,1340.7202911158658,79.5462171277006,3.0
1150,1167,/wiki/UFC_100,2009-07-11,Welterweight,Georges St-Pierre,def,Thiago Alves,UD,"Decision (unanimous) (50–45, 50–44, 50–45)",5.0,5:00,300.0,True,0,1576.829775889378,1496.2317828316288,7.0,1617.9247788203445,1465.5232060275096,79.5462171277006,6.0
1151,1168,/wiki/UFC_100,2009-07-11,Middleweight,Dan Henderson,def,Michael Bisping,KO,KO (punch),2.0,3:20,200.0,False,0,1311.3389861305243,1396.573797392486,3.0,1372.0030913432122,1342.5829597165446,87.04552379293835,3.0
1152,1169,/wiki/UFC_100,2009-07-11,Welterweight,Jon Fitch,def,Paulo Thiago,UD,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,300.0,False,0,1446.889724439532,1271.5489720955538,1.0,1467.3645631766904,1252.233086494461,72.31474284336417,2.0
1153,1170,/wiki/UFC_100,2009-07-11,Middleweight,Yoshihiro Akiyama,def,Alan Belcher,DECISION,"Decision (split) (30–27, 28–29, 29–28)",3.0,5:00,300.0,False,0,1200.0,1287.3611714458275,2.0,1241.7241712382165,1245.637000207611,66.9580952253372,1.0
1154,1171,/wiki/UFC_100,2009-07-11,Light Heavyweight,Mark Coleman,def,Stephan Bonnar,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1236.6401723846843,1250.7318913412616,0.0,1274.2632552246619,1213.108808501284,72.31474284336417,1.0
1155,1172,/wiki/UFC_100,2009-07-11,Light Heavyweight,Jon Jones,def,Jake O'Brien,SUB,Submission (guillotine choke),2.0,2:43,163.0,False,0,1280.2972625394577,1259.2628187211558,1.0,1318.4670810508298,1225.291816130045,72.31474284336417,3.0
1156,1173,/wiki/UFC_100,2009-07-11,Lightweight,Jim Miller,def,Mac Danzig,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1256.7707161027863,1196.085050436725,0.0,1286.6760257662352,1166.179740773276,72.31474284336417,1.0
1157,1174,/wiki/UFC_100,2009-07-11,Welterweight,Dong Hyun Kim,def,T. J. Grant,UD,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,5:00,300.0,False,0,1247.717825603127,1231.5262183272707,1.0,1282.1913669412475,1197.0526769891503,72.31474284336417,1.0
1158,1175,/wiki/UFC_100,2009-07-11,Middleweight,Tom Lawlor,def,C. B. Dollaway,SUB,Technical Submission (guillotine choke),1.0,0:55,55.0,False,0,1236.005827411459,1249.9728247265402,2.0,1284.0120168897547,1204.683966728148,87.07900284055103,2.0
1159,1176,/wiki/UFC_100,2009-07-11,Lightweight,Shannon Gugerty,def,Matt Grice,SUB,Submission (guillotine choke),1.0,2:36,156.0,False,0,1207.525820212021,1160.6334195532415,0.0,1242.589358519412,1125.5698812458506,80.9925119845679,1.0
1160,1177,/wiki/UFC_101,2009-08-08,Lightweight,B.J. Penn,def,Kenny Florian,SUB,Submission (rear-naked choke),4.0,3:54,234.0,True,0,1411.465723772428,1427.6807616743429,5.0,1453.1170402926477,1386.029445154123,79.59077593018188,1.0
1161,1178,/wiki/UFC_101,2009-08-08,Light Heavyweight,Anderson Silva,def,Forrest Griffin,KO,KO (punch),1.0,3:23,203.0,False,0,1574.036531076743,1327.137780356176,0.0,1604.9636501360599,1308.8320661035561,94.13440466882693,10.0
1162,1179,/wiki/UFC_101,2009-08-08,Lightweight,Aaron Riley,def,Shane Nelson,UD,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,5:00,300.0,False,0,1141.835138363441,1272.5000013044512,2.0,1191.011441349372,1223.3236983185202,72.35525084561988,1.0
1163,1180,/wiki/UFC_101,2009-08-08,Welterweight,Johny Hendricks,def,Amir Sadollah,TKO,TKO (punches),1.0,0:29,29.0,False,0,1200.0,1239.408228598763,1.0,1249.3564643644088,1190.051764234354,88.69547832825572,1.0
1164,1181,/wiki/UFC_101,2009-08-08,Middleweight,Ricardo Almeida,def,Kendall Grove,UD,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,5:00,300.0,False,0,1244.0103110469981,1275.5888317497693,2.0,1285.8345141967993,1236.1320363254285,72.35525084561988,2.0
1165,1182,/wiki/UFC_101,2009-08-08,Lightweight,Kurt Pellegrino,def,Josh Neer,UD,"Decision (unanimous) (30-27, 30-27, 30-27)",3.0,5:00,300.0,False,0,1270.7307850999903,1255.8116668530242,1.0,1309.635533892276,1221.1865789282415,72.35525084561988,3.0
1166,1183,/wiki/UFC_101,2009-08-08,Welterweight,John Howard,def,Tamdan Mccrory,DECISION,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,300.0,False,0,1235.618062088452,1241.6281764094574,1.0,1271.7398996285,1207.550971182997,66.99560263483323,2.0
1167,1184,/wiki/UFC_101,2009-08-08,Middleweight,Alessio Sakara,def,Thales Leites,DECISION,"Decision (split) (29–28, 27–30, 29–28)",3.0,5:00,300.0,False,0,1229.3287898002495,1338.9695968414164,0.0,1275.683955515403,1295.2383084308942,66.99560263483323,2.0
1168,1185,/wiki/UFC_101,2009-08-08,Welterweight,Matthew Riddle,def,Dan Cramer,UD,"Decision (unanimous) (29–27, 30–26, 30–27)",3.0,5:00,300.0,False,0,1235.9091434406337,1233.0509100177073,1.0,1273.9419553317834,1197.1708987996415,72.35525084561988,2.0
1169,1186,/wiki/UFC_101,2009-08-08,Lightweight,George Sotiropoulos,def,George Roop,SUB,Submission (kimura),2.0,1:59,119.0,False,0,1280.0250299166305,1199.850778808555,1.0,1311.4570309432838,1171.8764097923097,72.35525084561988,3.0
1170,1187,/wiki/UFC_101,2009-08-08,Welterweight,Jesse Lennox,def,Danillo Villefort,TKO,TKO (doctor stoppage),3.0,3:37,217.0,False,0,1200.0,1200.0,0.0,1236.17762542281,1163.82237457719,72.35525084561988,1.0
1171,1188,/wiki/UFC_102,2009-08-29,Heavyweight,Antônio Rodrigo Nogueira,def,Randy Couture,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1264.8243632615113,1397.855713862423,0.0,1314.2354923719201,1348.4445847520142,72.38564673762549,1.0
1172,1189,/wiki/UFC_102,2009-08-29,Light Heavyweight,Thiago Silva,def,Keith Jardine,KO,KO (punches),1.0,1:35,95.0,False,0,1311.0025624466514,1240.186844155393,0.0,1351.7554189266634,1199.4339876753809,102.0157282147168,1.0
1173,1190,/wiki/UFC_102,2009-08-29,Middleweight,Jake Rosholt,def,Chris Leben,SUB,Technical Submission (arm-triangle choke),3.0,1:30,90.0,False,0,1166.5333106738012,1274.2299042108173,0.0,1213.5990011725355,1227.164213712083,72.38564673762549,1.0
1174,1191,/wiki/UFC_102,2009-08-29,Middleweight,Nate Marquardt,def,Demian Maia,KO,KO (punch),1.0,0:21,21.0,False,0,1364.0960473154796,1390.9030628553005,5.0,1429.0728076400267,1333.073977482795,107.38879859755598,3.0
1175,1192,/wiki/UFC_102,2009-08-29,Light Heavyweight,Brandon Vera,def,Krzysztof Soszynski,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1297.2446078573923,1309.2815107413096,3.0,1336.9376031667466,1271.8352887513527,72.38564673762549,2.0
1176,1193,/wiki/UFC_102,2009-08-29,Middleweight,Aaron Simpson,def,Ed Herman,INJURY,TKO (knee injury),2.0,0:17,17.0,False,0,1242.0984742746389,1222.0122066078159,1.0,1275.5696805134057,1190.4355969486019,67.02374697928288,2.0
1177,1194,/wiki/UFC_102,2009-08-29,Heavyweight,Gabriel Gonzaga,def,Chris Tuchscherer,TKO,TKO (punches),1.0,2:27,147.0,False,0,1276.974284409405,1200.0,0.0,1308.8858936145155,1168.0883907948896,81.61481669667275,1.0
1178,1195,/wiki/UFC_102,2009-08-29,Heavyweight,Mike Russow,def,Justin Mccully,UD,"Decision (unanimous) (29–28, 30–26, 30–27)",3.0,5:00,300.0,False,0,1200.0,1209.6818310475805,1.0,1237.2011314985273,1172.4806995490533,72.38564673762549,1.0
1179,1196,/wiki/UFC_102,2009-08-29,Heavyweight,Todd Duffee,def,Tim Hague,KO,KO (punches),1.0,0:07,7.0,False,0,1200.0,1246.5170807367838,1.0,1261.4166365553167,1185.100444181467,108.40532542674177,1.0
1180,1197,/wiki/UFC_102,2009-08-29,Middleweight,Mark Muñoz,def,Nick Catone,DECISION,"Decision (split) (28–29, 30–27, 29–28)",3.0,5:00,300.0,False,0,1167.65108176235,1204.1294621040322,0.0,1204.6686025742758,1167.1119412921064,67.02374697928288,1.0
1181,1198,/wiki/UFC_102,2009-08-29,Lightweight,Evan Dunham,def,Marcus Aurelio,DECISION,"Decision (split) (28–29, 29–28, 30–27)",3.0,5:00,300.0,False,0,1240.6402018484678,1244.3006936458,1.0,1276.5370307114765,1210.4357607561692,67.02374697928288,2.0
1182,1199,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Lightweight,Nate Diaz,def,Melvin Guillard,SUB,Submission (guillotine choke),2.0,2:13,133.0,False,0,1283.7457370650752,1309.5846796148903,2.0,1322.6392849013664,1270.6911317785991,72.41171052228954,1.0
1183,1200,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Lightweight,Gray Maynard,def,Roger Huerta,DECISION,"Decision (split) (28–29, 30–27, 30–27)",3.0,5:00,300.0,False,0,1406.7756075436728,1351.7374501707804,0.0,1444.5902601728685,1323.480141939523,67.04788011323105,6.0
1184,1201,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Welterweight,Carlos Condit,def,Jake Ellenberger,DECISION,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,300.0,False,0,1177.563123715626,1200.0,0.0,1213.2489857279356,1164.3141379876904,67.04788011323105,1.0
1185,1202,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Middleweight,Nate Quarry,def,Tim Credeur,UD,"Decision (unanimous) (29–28, 29–27, 29–28)",3.0,5:00,300.0,False,0,1307.335202042886,1312.215933875964,3.0,1346.2525054239436,1275.5014967240231,72.41171052228954,2.0
1186,1203,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Light Heavyweight,Brian Stann,def,Steve Cantwell,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1165.8235182133265,1205.7917961708329,0.0,1206.1761445891545,1165.4391697950048,72.41171052228954,1.0
1187,1204,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Welterweight,Mike Pyle,def,Chris Wilson,SUB,Submission (guillotine choke),3.0,2:15,135.0,False,0,1165.8040114120734,1187.807577304374,0.0,1204.2997718140039,1149.3118169024435,72.41171052228954,1.0
1188,1205,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Middleweight,C. B. Dollaway,def,Jay Silva,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1204.683966728148,1200.0,0.0,1240.4017408745055,1164.2822258536426,72.41171052228954,1.0
1189,1206,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Lightweight,Jeremy Stephens,def,Justin Buchholz,TKO,TKO (doctor stoppage),1.0,3:23,203.0,False,0,1193.0620412892501,1175.958970078171,0.0,1230.269731498651,1138.75127986877,78.2649904561746,1.0
1190,1207,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Welterweight,Mike Pierce,def,Brock Larson,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1200.0,1285.7739899256687,3.0,1244.9669888095561,1240.8070011161126,72.41171052228954,1.0
1191,1208,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,2009-09-16,Middleweight,Ryan Jensen,def,Steve Steinbeiss,SUB,Technical Submission (guillotine choke),1.0,3:56,236.0,False,0,1107.4643169510796,1200.0,0.0,1155.524930922331,1151.9393860287487,76.27366841681163,1.0
1192,1209,/wiki/UFC_103,2009-09-19,Middleweight,Vitor Belfort,def,Rich Franklin,KO,KO (punches),1.0,3:02,182.0,False,0,1327.848431187507,1437.1232226265372,1.0,1390.2961578706695,1374.6754959433747,95.73894237666505,1.0
1193,1210,/wiki/UFC_103,2009-09-19,Heavyweight,Junior Dos Santos,def,Mirko Cro Cop,SUB,TKO (submission to punch),3.0,2:00,120.0,False,0,1291.436688862618,1212.5264608965135,1.0,1323.0356214725657,1184.4035233654101,72.41605539871478,3.0
1194,1211,/wiki/UFC_103,2009-09-19,Welterweight,Paul Daley,def,Martin Kampmann,TKO,TKO (knee and punches),1.0,2:31,151.0,False,0,1200.0,1342.2969215844744,2.0,1256.501104743726,1285.7958168407483,81.40771561072187,1.0
1195,1212,/wiki/UFC_103,2009-09-19,Welterweight,Josh Koscheck,def,Frank Trigg,TKO,TKO (punches),1.0,1:25,85.0,False,0,1334.6258746420344,1203.74835035779,0.0,1361.9579314001753,1176.4162935996492,85.39059865765118,1.0
1196,1213,/wiki/UFC_103,2009-09-19,Catchweight (159 lb),Tyson Griffin,def,Hermes França,KO,KO (punches),2.0,3:26,206.0,False,0,1329.154436930228,1277.8116937196057,1.0,1368.575382397685,1240.6221225238917,87.16747409104556,2.0
1197,1214,/wiki/UFC_103,2009-09-19,Lightweight,Efrain Escudero,def,Cole Miller,TKO,TKO (punches),1.0,3:36,216.0,False,0,1236.005827411459,1308.6397196200533,2.0,1285.5354267633095,1261.913682495666,77.48517927662482,2.0
1198,1215,/wiki/UFC_103,2009-09-19,Middleweight,Tomasz Drwal,def,Drew Mcfedries,SUB,Submission (rear-naked choke),2.0,1:03,63.0,False,0,1263.14000833759,1211.5292216005357,1.0,1297.823991595857,1180.6605999751646,72.41605539871478,3.0
1199,1216,/wiki/UFC_103,2009-09-19,Lightweight,Jim Miller,def,Steve Lopez,INJURY,TKO (shoulder injury),2.0,0:48,48.0,False,0,1286.6760257662352,1200.0,0.0,1313.5273205442154,1174.668589832094,67.05190314695813,2.0
1200,1217,/wiki/UFC_103,2009-09-19,Lightweight,Nik Lentz,def,Rafaello Oliveira,UD,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,300.0,False,0,1200.0,1200.0,0.0,1236.2080276993574,1163.7919723006426,72.41605539871478,1.0
1201,1218,/wiki/UFC_103,2009-09-19,Welterweight,Rick Story,def,Brian Foster,SUB,Submission (arm-triangle choke),2.0,1:09,69.0,False,0,1167.6712550562138,1200.0,0.0,1207.2387354839068,1160.432519572307,72.41605539871478,1.0
1202,1219,/wiki/UFC_103,2009-09-19,Light Heavyweight,Eliot Marshall,def,Jason Brilz,DECISION,"Decision (split) (27–30, 30–27, 30–27)",3.0,5:00,300.0,False,0,1271.661283164004,1271.3418020027466,2.0,1309.2964034850238,1237.8466788975315,67.05190314695813,3.0
1203,1220,/wiki/UFC_103,2009-09-19,Light Heavyweight,Vladimir Matyushenko,def,Igor Pokrajac,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1233.8522972878422,1200.0,0.0,1266.5435269866273,1167.308770301215,72.41605539871478,1.0
1204,1221,/wiki/UFC_103,2009-09-19,Lightweight,Rafael Dos Anjos,def,Rob Emerson,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1136.9391733310576,1251.2517661122693,0.0,1184.6482541872065,1203.5426852561204,72.41605539871478,1.0
1205,1222,/wiki/UFC_104,2009-10-24,Light Heavyweight,Lyoto Machida,def,Maurício Rua,UD,"Decision (unanimous) (48–47, 48–47, 48–47)",5.0,5:00,300.0,True,0,1522.784983857703,1277.1226868054907,2.0,1546.227229346319,1261.5322546840055,79.71344137992635,8.0
1206,1223,/wiki/UFC_104,2009-10-24,Heavyweight,Cain Velasquez,def,Ben Rothwell,TKO,TKO (punches),2.0,0:58,58.0,False,0,1366.3640280761686,1200.0,0.0,1391.7376877043507,1179.9016849953584,72.46676489084213,5.0
1207,1224,/wiki/UFC_104,2009-10-24,Catchweight (157 lb),Gleison Tibau,def,Josh Neer,UD,"Decision (unanimous) (30–27, 30-27, 29–28)",3.0,5:00,300.0,False,0,1259.7938828602619,1221.1865789282415,0.0,1292.017475047926,1188.9629867405774,72.46676489084213,1.0
1208,1225,/wiki/UFC_104,2009-10-24,Lightweight,Joe Stevenson,def,Spencer Fisher,TKO,TKO (punches),2.0,4:03,243.0,False,0,1305.0832181793503,1349.1535565029424,3.0,1348.336413017255,1308.3486557124663,72.46676489084213,2.0
1209,1226,/wiki/UFC_104,2009-10-24,Catchweight (176 lb),Anthony Johnson,def,Yoshiyuki Yoshida,KO,KO (punch),1.0,0:41,41.0,False,0,1302.1758853814656,1250.5814201051226,1.0,1352.9742849331979,1205.37102534566,106.05533408060205,3.0
1210,1227,/wiki/UFC_104,2009-10-24,Light Heavyweight,Ryan Bader,def,Eric Schafer,UD,"Decision (unanimous) (30–27, 29–26, 30–27)",3.0,5:00,300.0,False,0,1270.9850161762113,1247.6818130508232,2.0,1308.970307872406,1213.8750386683075,72.46676489084213,3.0
1211,1228,/wiki/UFC_104,2009-10-24,Heavyweight,Pat Barry,def,Antoni Hardonk,TKO,TKO (punches),2.0,2:30,150.0,False,0,1190.235415668536,1282.3766381480302,0.0,1235.8589076598823,1236.753146156684,72.46676489084213,1.0
1212,1229,/wiki/UFC_104,2009-10-24,Middleweight,Chael Sonnen,def,Yushin Okami,UD,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,300.0,False,0,1211.9164765355558,1435.2418851325588,3.0,1272.0928200172998,1378.471749772423,72.46676489084213,2.0
1213,1230,/wiki/UFC_104,2009-10-24,Middleweight,Jorge Rivera,def,Rob Kimmons,TKO,TKO (punches),3.0,1:53,113.0,False,0,1205.638859040169,1223.5093195130503,1.0,1246.020000307611,1185.4139032230107,72.46676489084213,2.0
1214,1231,/wiki/UFC_104,2009-10-24,Light Heavyweight,Kyle Kingsbury,def,Razak Al-Hassan,DECISION,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,300.0,False,0,1163.994172588541,1162.3161617634114,0.0,1197.381568251547,1128.9287661004055,67.09885638040937,1.0
1215,1232,/wiki/UFC_104,2009-10-24,Heavyweight,Stefan Struve,def,Chase Gormley,SUB,Submission (triangle choke),1.0,4:04,244.0,False,0,1200.2093904758358,1200.0,0.0,1240.3848931809837,1162.098582353634,75.84854725241476,2.0
1216,1233,/wiki/UFC_105,2009-11-14,Light Heavyweight,Randy Couture,def,Brandon Vera,UD,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,300.0,False,0,1348.4445847520142,1336.9376031667466,2.0,1383.4930824511591,1301.8891054676017,72.49720762905223,1.0
1217,1234,/wiki/UFC_105,2009-11-14,Welterweight,Dan Hardy,def,Mike Swick,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1344.5089174348122,1462.2040597826383,4.0,1401.771607471306,1414.1252010296964,72.49720762905223,4.0
1218,1235,/wiki/UFC_105,2009-11-14,Middleweight,Michael Bisping,def,Denis Kang,TKO,TKO (punches),2.0,4:24,264.0,False,0,1342.5829597165446,1208.8866913473087,1.0,1365.532808855629,1185.9368422082243,72.49720762905223,1.0
1219,1236,/wiki/UFC_105,2009-11-14,Welterweight,Matt Brown,def,James Wilks,TKO,TKO (punches),3.0,2:27,147.0,False,0,1270.855350286213,1236.3228993043322,1.0,1307.5494138452943,1203.6653133670936,72.49720762905223,3.0
1220,1237,/wiki/UFC_105,2009-11-14,Lightweight,Ross Pearson,def,Aaron Riley,TKO,TKO (doctor stoppage),2.0,4:38,278.0,False,0,1236.1421883625194,1191.011441349372,1.0,1269.602502375088,1159.4451073752505,72.49720762905223,2.0
1221,1238,/wiki/UFC_105,2009-11-14,Welterweight,John Hathaway,def,Paul Taylor,UD,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,300.0,False,0,1271.0201310180948,1210.8917171109533,1.0,1304.7699101329183,1180.8545338474935,72.49720762905223,3.0
1222,1239,/wiki/UFC_105,2009-11-14,Lightweight,Terry Etim,def,Shannon Gugerty,SUB,Submission (guillotine choke),2.0,1:24,84.0,False,0,1284.1160236141507,1242.589358519412,1.0,1322.1529816295756,1210.652795101771,72.49720762905223,4.0
1223,1240,/wiki/UFC_105,2009-11-14,Welterweight,Nick Osipczak,def,Matthew Riddle,TKO,TKO (punches),3.0,3:53,233.0,False,0,1238.5516675866875,1273.9419553317834,2.0,1280.8755820473814,1234.0137341424495,72.49720762905223,2.0
1224,1241,/wiki/UFC_105,2009-11-14,Lightweight,Dennis Siver,def,Paul Kelly,TKO,TKO (spinning back kick and punches),2.0,2:53,173.0,False,0,1223.5117104647902,1289.3702501791472,2.0,1271.8699008557098,1246.331632885698,72.49720762905223,3.0
1225,1242,/wiki/UFC_105,2009-11-14,Light Heavyweight,Alexander Gustafsson,def,Jared Hamman,KO,KO (punches),1.0,0:41,41.0,False,0,1200.0,1200.0,0.0,1253.0499435609659,1146.9500564390341,106.0998871219316,1.0
1226,1243,/wiki/UFC_105,2009-11-14,Lightweight,Andre Winner,def,Rolando Delgado,KO,KO (punch),1.0,3:22,202.0,False,0,1163.8578116374806,1201.62753086905,0.0,1216.1642679661416,1149.321074540389,94.39181184665333,1.0
1227,1244,/wiki/UFC_106,2009-11-21,Light Heavyweight,Forrest Griffin,def,Tito Ortiz,DECISION,"Decision (split) (28–29, 30–27, 29–28)",3.0,5:00,300.0,False,0,1308.8320661035561,1427.5400545958562,0.0,1353.4431125145131,1382.9290081848992,67.13644263901644,1.0
1228,1245,/wiki/UFC_106,2009-11-21,Welterweight,Josh Koscheck,def,Anthony Johnson,SUB,Submission (rear-naked choke),2.0,4:47,287.0,False,0,1361.9579314001753,1352.9742849331979,3.0,1399.3933959929905,1317.65780890224,72.50735805013774,2.0
1229,1246,/wiki/UFC_106,2009-11-21,Welterweight,Paulo Thiago,def,Jacob Volkmann,UD,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,300.0,False,0,1252.233086494461,1200.0,0.0,1283.0771216025173,1169.1559648919438,72.50735805013774,1.0
1230,1247,/wiki/UFC_106,2009-11-21,Light Heavyweight,Antônio Rogério Nogueira,def,Luiz Cané,TKO,TKO (punches),1.0,1:56,116.0,False,0,1200.0,1200.0,0.0,1241.8125764755794,1158.1874235244206,83.62515295115887,1.0
1231,1248,/wiki/UFC_106,2009-11-21,Welterweight,Amir Sadollah,def,Phil Baroni,UD,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,300.0,False,0,1190.051764234354,1164.4194201689763,0.0,1223.6356405224296,1130.8355438809008,72.50735805013774,1.0
1232,1249,/wiki/UFC_106,2009-11-21,Welterweight,Ben Saunders,def,Marcus Davis,KO,KO (knees),1.0,3:24,204.0,False,0,1283.9773296554072,1372.870656087987,0.0,1342.90911838058,1313.9388673628143,94.25956546517907,1.0
1233,1250,/wiki/UFC_106,2009-11-21,Middleweight,Kendall Grove,def,Jake Rosholt,SUB,Submission (triangle choke),1.0,3:59,239.0,False,0,1236.1320363254285,1213.5990011725355,1.0,1271.7613047416444,1177.9697327563197,76.19314875101975,1.0
1234,1251,/wiki/UFC_106,2009-11-21,Welterweight,Brian Foster,def,Brock Larson,TKO,TKO (punches),2.0,3:25,205.0,False,0,1160.432519572307,1240.8070011161126,0.0,1204.9265166269126,1196.313004061507,72.50735805013774,1.0
1235,1252,/wiki/UFC_106,2009-11-21,Lightweight,Caol Uno,vs,Fabricio Camoes,DRAW,"Draw (majority) (29–27, 28–28, 28–28)",3.0,5:00,300.0,False,0,1194.2098725301253,1200.0,0.0,1194.7692461138208,1199.4406264163044,67.13644263901644,0.0
1236,1253,/wiki/UFC_106,2009-11-21,Lightweight,George Sotiropoulos,def,Jason Dent,SUB,Submission (armbar),2.0,4:36,276.0,False,0,1311.4570309432838,1173.317271607423,1.0,1338.3188527190994,1150.7635680670712,72.50735805013774,4.0
1237,1254,/wiki/The_Ultimate_Fighter:_Heavyweights_Finale,2009-12-05,Heavyweight,Roy Nelson,def,Brendan Schaub,KO,KO (punch),1.0,3:45,225.0,False,0,1200.0,1200.0,0.0,1246.3790901547502,1153.6209098452498,92.75818030950046,1.0
