,Unnamed: 0,Event,Date,WeightClass,Winner,Result,Loser,Method,Method_Notes,Round,Time,ConvertedTime,isTitleBout,WinStreak,Winner_Pre_Elo,Loser_Pre_Elo,Loser_brokenStreak,Winner_Post_Elo,Loser_Post_Elo,K_Value,winnerFightCount,loserFightCount
0,0,/wiki/UFC_1,1993-11-12,,Royce Gracie,def,Gerard Gordeau,SUB,Submission (rear-naked choke),,1:44,104.0,False,1,1200.0,1200.0,0.0,1221.9682295201342,1178.0317704798658,43.936459040268474,1.0,1.0
1,1,/wiki/UFC_1,1993-11-12,,Jason Delucia,def,Trent Jenkins,SUB,Submission (rear-naked choke),,0:52,52.0,False,1,1200.0,1200.0,0.0,1221.9682295201342,1178.0317704798658,43.936459040268474,1.0,1.0
2,3,/wiki/UFC_1,1993-11-12,,Gerard Gordeau,def,Kevin Rosier,TKO,TKO (corner stoppage),,0:59,59.0,False,1,1178.0317704798658,1200.0,0.0,1201.3871952327172,1176.6445752471486,43.936459040268474,2.0,1.0
3,4,/wiki/UFC_1,1993-11-12,,Ken Shamrock,def,Patrick Smith,SUB,Submission (heel hook),,1:49,109.0,False,1,1200.0,1200.0,0.0,1221.9682295201342,1178.0317704798658,43.936459040268474,1.0,1.0
4,6,/wiki/UFC_1,1993-11-12,,Kevin Rosier,def,Zane Frazier,TKO,TKO (punches),,4:20,260.0,False,1,1176.6445752471486,1200.0,0.0,1200.0873396426814,1176.5572356044672,43.936459040268474,2.0,1.0
5,8,/wiki/UFC_2,1994-03-11,,Royce Gracie,def,Patrick Smith,SUB,TKO (submission to punches),,1:17,77.0,False,2,1221.9682295201342,1178.0317704798658,0.0,1241.5774915755655,1158.7123004745147,44.19866682136951,2.0,2.0
6,9,/wiki/UFC_2,1994-03-11,,Patrick Smith,def,Johnny Rhodes,SUB,Submission (guillotine choke),,1:07,67.0,False,1,1158.7123004745147,1200.0,0.0,1183.4255275627122,1175.2867729118025,44.19866682136951,3.0,1.0
7,12,/wiki/UFC_2,1994-03-11,,Johnny Rhodes,def,Fred Ettish,SUB,Submission (rear-naked choke),,3:07,187.0,False,1,1175.2867729118025,1200.0,0.0,1198.9553946951748,1176.3313782166276,44.19866682136951,2.0,1.0
8,13,/wiki/UFC_2,1994-03-11,,Remco Pardoel,def,Orlando Wiet,KO,KO (elbows),,1:29,89.0,False,1,1200.0,1200.0,0.0,1222.9493077726343,1177.0506922273657,45.898615545268335,1.0,1.0
9,15,/wiki/UFC_2,1994-03-11,,Scott Morris,def,Sean Daugherty,SUB,Submission (guillotine choke),,0:20,20.0,False,1,1200.0,1200.0,0.0,1222.0993334106847,1177.9006665893153,44.19866682136951,1.0,1.0
10,18,/wiki/UFC_2,1994-03-11,,Frank Hamaker,def,Thaddeus Luster,TKO,TKO (corner stoppage),,4:52,292.0,False,1,1200.0,1200.0,0.0,1222.0993334106847,1177.9006665893153,44.19866682136951,1.0,1.0
11,19,/wiki/UFC_2,1994-03-11,,Orlando Wiet,def,Robert Lucarelli,TKO,TKO (knees),,2:50,170.0,False,1,1177.0506922273657,1200.0,0.0,1200.6076428623417,1176.443049365024,44.19866682136951,2.0,1.0
12,21,/wiki/UFC_2,1994-03-11,,Jason Delucia,def,Scott Baker,SUB,TKO (submission to punches),,6:41,401.0,False,2,1221.9682295201342,1200.0,0.0,1242.9826469683437,1179.2961404451137,44.19866682136951,2.0,1.0
17,28,/wiki/UFC_3,1994-09-09,,Royce Gracie,def,Kimo Leopoldo,SUB,Submission (armlock),,4:40,280.0,False,3,1241.5774915755655,1200.0,0.0,1261.8165003953843,1180.3547683080699,44.60272044649045,3.0,1.0
16,27,/wiki/UFC_3,1994-09-09,,Harold Howard,def,Roland Payne,KO,KO (punch),,0:46,46.0,False,1,1200.0,1200.0,0.0,1223.1591048472162,1176.8408951527838,46.31820969443239,1.0,1.0
13,23,/wiki/UFC_3,1994-09-09,,Steve Jennum,def,Harold Howard,SUB,TKO (submission to punches),,1:27,87.0,False,1,1200.0,1223.1591048472162,1.0,1223.7857100687845,1199.3733947784317,44.60272044649045,1.0,2.0
14,24,/wiki/UFC_3,1994-09-09,,Ken Shamrock,def,Felix Mitchell,SUB,Submission (rear-naked choke),,4:34,274.0,False,2,1221.9682295201342,1200.0,0.0,1243.1747557390465,1179.1068707202835,44.60272044649045,2.0,1.0
15,25,/wiki/UFC_3,1994-09-09,,Keith Hackney,def,Emmanuel Yarbrough,TKO,TKO (punches),,1:59,119.0,False,1,1200.0,1200.0,0.0,1222.3013602232452,1177.6986397767548,44.60272044649045,1.0,1.0
18,29,/wiki/UFC_4,1994-12-16,,Royce Gracie,def,Dan Severn,SUB,Submission (triangle choke),,15:49,949.0,False,4,1261.8165003953843,1200.0,0.0,1281.1250136846631,1181.5349406175883,44.82181559884228,4.0,1.0
19,31,/wiki/UFC_4,1994-12-16,,Dan Severn,def,Marcus Bossett,SUB,Submission (arm-triangle choke),,0:52,52.0,False,1,1181.5349406175883,1200.0,0.0,1205.1357943518165,1176.3991462657718,44.82181559884228,2.0,1.0
20,33,/wiki/UFC_4,1994-12-16,,Keith Hackney,def,Joe Son,SUB,Submission (blood choke),,2:44,164.0,False,2,1222.3013602232452,1200.0,0.0,1243.5903338084067,1179.0256417880182,44.82181559884228,2.0,1.0
21,34,/wiki/UFC_4,1994-12-16,,Steve Jennum,def,Melton Bowen,SUB,Submission (armbar),,4:47,287.0,False,2,1223.7857100687845,1200.0,0.0,1244.9779276843733,1179.120967866415,44.82181559884228,2.0,1.0
22,36,/wiki/UFC_4,1994-12-16,,Joe Charles,def,Kevin Rosier,SUB,Submission (armbar),,0:14,14.0,False,1,1200.0,1200.0873396426814,1.0,1222.416541536205,1177.6707981064765,44.82181559884228,1.0,3.0
23,37,/wiki/UFC_4,1994-12-16,,Marcus Bossett,def,Eldo Dias Xavier,KO,KO (strikes),,4:55,295.0,False,1,1176.3991462657718,1200.0,0.0,1201.2504808810008,1175.148665384771,46.545731583413136,2.0,1.0
24,38,/wiki/UFC_4,1994-12-16,,Guy Mezger,def,Jason Fairn,TKO,TKO (corner stoppage),,2:13,133.0,False,1,1200.0,1200.0,0.0,1222.4109077994212,1177.5890922005788,44.82181559884228,1.0,1.0
29,44,/wiki/UFC_5,1995-04-07,,Todd Medina,def,Larry Cureton,SUB,Submission (forearm choke),,2:55,175.0,False,1,1200.0,1200.0,0.0,1222.5367640982558,1177.4632359017442,45.0735281965116,1.0,1.0
31,48,/wiki/UFC_5,1995-04-07,,Guy Mezger,def,John Dowdy,TKO,TKO (punches),,2:02,122.0,False,2,1222.4109077994212,1200.0,0.0,1243.8122543455504,1178.914929511203,45.0735281965116,2.0,1.0
28,43,/wiki/UFC_5,1995-04-07,,Jon Hess,def,Andy Anderson,TKO,TKO (punches),,1:23,83.0,False,1,1200.0,1200.0,0.0,1222.5367640982558,1177.4632359017442,45.0735281965116,1.0,1.0
30,45,/wiki/UFC_5,1995-04-07,,Oleg Taktarov,def,Ernie Verdicia,SUB,Submission (choke),,2:23,143.0,False,1,1200.0,1200.0,0.0,1222.5367640982558,1177.4632359017442,45.0735281965116,1.0,1.0
26,40,/wiki/UFC_5,1995-04-07,,Dan Severn,def,Dave Beneteau,SUB,Submission (americana),,3:01,181.0,False,2,1205.1357943518165,1200.0,0.0,1227.6724989136858,1177.7963501853503,45.0735281965116,3.0,1.0
25,39,/wiki/UFC_5,1995-04-07,,Ken Shamrock,vs,Royce Gracie,DRAW,Draw,,36:06,2166.0,False,0,1243.1747557390465,1281.1250136846631,4.0,1245.5323889493761,1278.7673804743335,43.33993095818423,3.0,5.0
27,41,/wiki/UFC_5,1995-04-07,,Dave Beneteau,def,Todd Medina,SUB,TKO (submission to strikes),,2:12,132.0,False,1,1177.7963501853503,1222.5367640982558,1.0,1203.219311031564,1197.113803252042,45.0735281965116,2.0,2.0
32,49,/wiki/UFC_6,1995-07-14,,Ken Shamrock,def,Dan Severn,SUB,Submission (guillotine choke),,2:14,134.0,False,1,1245.5323889493761,1227.6724989136858,2.0,1267.0166905924175,1206.1881972706444,45.29493602608775,4.0,4.0
33,50,/wiki/UFC_6,1995-07-14,,Oleg Taktarov,def,Tank Abbott,SUB,Submission (rear-naked choke),,17:47,1067.0,False,2,1222.5367640982558,1200.0,0.0,1244.034945007041,1178.8195261982412,45.29493602608775,2.0,1.0
34,51,/wiki/UFC_6,1995-07-14,,Tank Abbott,def,Paul Varelans,TKO,TKO (punches),,1:53,113.0,False,1,1178.8195261982412,1200.0,0.0,1202.8459282406645,1175.9735979575767,45.29493602608775,2.0,1.0
35,54,/wiki/UFC_6,1995-07-14,,Paul Varelans,def,Cal Worsham,KO,KO (elbow),,1:02,62.0,False,1,1175.9735979575767,1200.0,0.0,1201.1159241190846,1174.857673838492,47.03704895016804,2.0,1.0
36,55,/wiki/UFC_6,1995-07-14,,Patrick Smith,def,Rudyard Moncayo,SUB,Submission (rear-naked choke),,1:08,68.0,False,2,1183.4255275627122,1200.0,0.0,1207.508483722169,1176.2729495965941,45.29493602608775,4.0,1.0
37,57,/wiki/UFC_6,1995-07-14,,Joel Sutton,def,Jack Mclaughlin,SUB,TKO (submission to punches),,2:01,121.0,False,1,1200.0,1200.0,0.0,1222.6474680130439,1177.3525319869561,45.29493602608775,1.0,1.0
38,58,/wiki/UFC_6,1995-07-14,,Anthony Macias,def,He-Man Ali Gipson,SUB,TKO (submission to punches),,3:06,186.0,False,1,1200.0,1200.0,0.0,1222.6474680130439,1177.3525319869561,45.29493602608775,1.0,1.0
46,69,/wiki/UFC_7,1995-09-08,,Scott Bessac,def,David Hood,SUB,Submission (guillotine choke),,0:31,31.0,False,1,1200.0,1200.0,0.0,1222.7109713742934,1177.2890286257066,45.421942748587014,1.0,1.0
44,67,/wiki/UFC_7,1995-09-08,,Joel Sutton,def,Geza Kalman,TKO,TKO (cut),,0:48,48.0,False,2,1222.6474680130439,1200.0,0.0,1244.1986156816704,1178.7673421983975,45.421942748587014,2.0,1.0
43,65,/wiki/UFC_7,1995-09-08,,Remco Pardoel,def,Ryan Parker,SUB,Submission (lapel choke),,3:05,185.0,False,2,1222.9493077726343,1200.0,0.0,1244.4805149798526,1178.7869879731838,45.421942748587014,2.0,1.0
45,68,/wiki/UFC_7,1995-09-08,,Onassis Parungao,def,Francesco Maturi,SUB,TKO (submission to strikes),,5:26,326.0,False,1,1200.0,1200.0,0.0,1222.7109713742934,1177.2890286257066,45.421942748587014,1.0,1.0
41,61,/wiki/UFC_7,1995-09-08,,Paul Varelans,def,Mark Hall,SUB,Submission (keylock),,1:04,64.0,False,2,1201.1159241190846,1200.0,0.0,1224.0935210502882,1177.3619734667946,45.421942748587014,3.0,1.0
40,60,/wiki/UFC_7,1995-09-08,,Marco Ruas,def,Paul Varelans,TKO,TKO (strikes),,13:17,797.0,False,1,1200.0,1224.0935210502882,2.0,1224.2833831770427,1199.8101378732456,45.421942748587014,1.0,4.0
39,59,/wiki/UFC_7,1995-09-08,,Ken Shamrock,vs,Oleg Taktarov,DRAW,Draw,,33:00,1980.0,True,0,1267.0166905924175,1244.034945007041,2.0,1265.4300775778966,1245.621558021562,48.04243944562088,5.0,3.0
42,64,/wiki/UFC_7,1995-09-08,,Mark Hall,def,Harold Howard,SUB,TKO (submission to strikes),,1:41,101.0,False,1,1177.3619734667946,1199.3733947784317,0.0,1201.5098529496076,1175.2255152956186,45.421942748587014,2.0,3.0
51,77,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Joe Charles,def,Scott Bessac,SUB,Submission (armlock),,4:38,278.0,False,2,1222.416541536205,1222.7109713742934,1.0,1245.60220057233,1199.8679575455988,45.647344409137496,2.0,2.0
50,75,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Marco Ruas,def,Keith Hackney,SUB,Submission (rear-naked choke),,2:39,159.0,False,2,1224.2833831770427,1243.5903338084067,2.0,1248.7354201454534,1219.4996569922384,45.647344409137496,2.0,3.0
52,78,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Mark Hall,def,Trent Jenkins,SUB,Submission (armlock),,5:29,329.0,False,2,1201.5098529496076,1178.0317704798658,0.0,1223.1128062546002,1156.7480726424346,45.647344409137496,3.0,2.0
48,72,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Oleg Taktarov,def,Marco Ruas,UD,Unanimous Decision,,18:00,1080.0,False,1,1245.621558021562,1248.7354201454534,2.0,1267.7640791411802,1226.592899025835,43.891677316478365,4.0,3.0
47,70,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Dan Severn,def,Oleg Taktarov,UD,Unanimous Decision,,30:00,1800.0,False,1,1206.1881972706444,1267.7640791411802,1.0,1231.9832711039903,1241.9690053078343,43.891677316478365,5.0,5.0
49,73,/wiki/Ultimate_Ultimate_1995,1995-12-16,,Tank Abbott,def,Steve Jennum,SUB,Submission (neck crank),,1:14,74.0,False,2,1202.8459282406645,1244.9779276843733,2.0,1228.8075089199958,1219.4000156850323,45.647344409137496,3.0,3.0
53,79,/wiki/UFC_8,1996-02-16,,Ken Shamrock,def,Kimo Leopoldo,SUB,Submission (kneebar),,4:24,264.0,True,1,1265.4300775778966,1180.3547683080699,0.0,1284.5677198261578,1161.2171260598086,50.367981716678486,6.0,2.0
54,80,/wiki/UFC_8,1996-02-16,,Don Frye,def,Gary Goodridge,SUB,TKO (submission to punches),,2:14,134.0,False,1,1200.0,1200.0,0.0,1222.8945371439447,1177.1054628560553,45.789074287889534,1.0,1.0
55,82,/wiki/UFC_8,1996-02-16,,Gary Goodridge,def,Jerry Bohlander,TKO,TKO (punches),,5:31,331.0,False,1,1177.1054628560553,1200.0,0.0,1201.5064734012756,1175.5989894547797,45.789074287889534,2.0,1.0
56,84,/wiki/UFC_8,1996-02-16,,Paul Varelans,def,Joe Moreira,UD,Unanimous Decision,,10:00,600.0,False,1,1199.8101378732456,1200.0,0.0,1221.8361458104287,1177.973992062817,44.02795604604763,5.0,1.0
57,85,/wiki/UFC_8,1996-02-16,,Jerry Bohlander,def,Scott Ferrozzo,SUB,Submission (guillotine choke),,9:03,543.0,False,1,1175.5989894547797,1200.0,0.0,1200.0988116093058,1175.500177845474,45.789074287889534,2.0,1.0
58,87,/wiki/UFC_8,1996-02-16,,Sam Adkins,def,Keith Mielke,SUB,TKO (submission to punches),,0:50,50.0,False,1,1200.0,1200.0,0.0,1222.8945371439447,1177.1054628560553,45.789074287889534,1.0,1.0
64,93,/wiki/UFC_9,1996-05-17,,Mark Hall,def,Koji Kitao,TKO,TKO (doctor stoppage - broken nose),,0:40,40.0,False,3,1223.1128062546002,1200.0,0.0,1245.2329919787087,1178.5287818446373,45.997894502168506,4.0,1.0
65,94,/wiki/UFC_9,1996-05-17,,Don Frye,def,Amaury Bitetti,TKO,TKO (punches),,9:22,562.0,False,2,1222.8945371439447,1200.0,0.0,1244.7024248041605,1178.514396393876,45.997894502168506,2.0,1.0
63,92,/wiki/UFC_9,1996-05-17,,Mark Schultz,def,Gary Goodridge,TKO,TKO (cut),,12:00,720.0,False,1,1200.0,1201.5064734012756,1.0,1223.0986695783447,1178.4078038229309,45.997894502168506,1.0,3.0
60,89,/wiki/UFC_9,1996-05-17,,Steve Nelmark,def,Tai Bowden,TKO,TKO (doctor stoppage),,7:25,445.0,False,1,1200.0,1200.0,0.0,1222.9989472510842,1177.0010527489158,45.997894502168506,1.0,1.0
61,90,/wiki/UFC_9,1996-05-17,,Cal Worsham,def,Zane Frazier,TKO,TKO (punches),,3:14,194.0,False,1,1174.857673838492,1176.5572356044672,0.0,1197.969124878068,1153.4457845648913,45.997894502168506,2.0,2.0
62,91,/wiki/UFC_9,1996-05-17,,Rafael Carino,def,Matt Andersen,TKO,TKO (punches),,5:32,332.0,False,1,1200.0,1200.0,0.0,1222.9989472510842,1177.0010527489158,45.997894502168506,1.0,1.0
59,88,/wiki/UFC_9,1996-05-17,,Dan Severn,def,Ken Shamrock,SD,Split decision,,30:00,1800.0,False,2,1231.9832711039903,1284.5677198261578,1.0,1257.8008747491774,1259.13165712154,44.22874471362356,6.0,7.0
66,95,/wiki/UFC_10,1996-07-12,,Mark Coleman,def,Don Frye,TKO,TKO (punches),,11:34,694.0,False,1,1200.0,1244.7024248041605,2.0,1226.0146013076767,1218.6878234964838,46.12687231591842,1.0,3.0
67,96,/wiki/UFC_10,1996-07-12,,Don Frye,def,Brian Johnston,SUB,TKO (Submission to elbow),,4:37,277.0,False,1,1218.6878234964838,1200.0,0.0,1240.511921284684,1178.1759022118,46.12687231591842,4.0,1.0
68,99,/wiki/UFC_10,1996-07-12,,Brian Johnston,def,Scott Fiedler,SUB,TKO (Submission to punches),,2:25,145.0,False,1,1178.1759022118,1200.0,0.0,1202.6861611548486,1175.4897410569513,46.12687231591842,2.0,1.0
69,101,/wiki/UFC_10,1996-07-12,,Gary Goodridge,def,John Campetella,TKO,TKO (punches),,1:28,88.0,False,1,1178.4078038229309,1200.0,0.0,1202.9027286363446,1175.5050751865863,46.12687231591842,4.0,1.0
70,102,/wiki/UFC_10,1996-07-12,,Geza Kalman,def,Dieuseul Berto,TKO,TKO (punches),,5:57,357.0,False,1,1178.7673421983975,1200.0,0.0,1203.2384905946017,1175.5288516037958,46.12687231591842,2.0,1.0
71,103,/wiki/UFC_10,1996-07-12,,Sam Adkins,def,Felix Mitchell,UD,Unanimous decision,,,,False,2,1222.8945371439447,1179.1068707202835,0.0,1242.5816529683455,1159.7106974942728,44.35276184222925,2.0,2.0
77,112,/wiki/UFC_11,1996-09-20,,Roberto Traven,def,Dave Berry,SUB,TKO (Submission to strikes),,1:23,83.0,False,1,1200.0,1200.0,0.0,1223.144301638204,1176.855698361796,46.28860327640824,1.0,1.0
76,110,/wiki/UFC_11,1996-09-20,,Jerry Bohlander,def,Fábio Gurgel,UD,Unanimous decision,,15:00,900.0,False,2,1200.0988116093058,1200.0,0.0,1222.6803357700578,1177.752192945072,44.50827238116177,3.0,1.0
75,109,/wiki/UFC_11,1996-09-20,,Tank Abbott,def,Sam Adkins,SUB,Submission (forearm choke),,2:06,126.0,False,3,1228.8075089199958,1242.5816529683455,2.0,1253.5961452340039,1218.5202718972123,46.28860327640824,4.0,3.0
73,106,/wiki/UFC_11,1996-09-20,,Scott Ferrozzo,def,Tank Abbott,UD,Unanimous decision,,18:00,1080.0,False,1,1175.500177845474,1253.5961452340039,3.0,1202.6739820161629,1226.422341063315,44.50827238116177,2.0,5.0
72,104,/wiki/UFC_11,1996-09-20,,Mark Coleman,def,Scott Ferrozzo,INJURY,Walkover (injury),,,,False,2,1226.0146013076767,1202.6739820161629,1.0,1247.0873765939696,1181.9126270542981,44.50827238116177,2.0,3.0
74,108,/wiki/UFC_11,1996-09-20,,Brian Johnston,def,Reza Nasri,TKO,TKO (strikes),,0:28,28.0,False,2,1202.6861611548486,1200.0,0.0,1225.9960091724404,1177.0346324949835,46.28860327640824,3.0,1.0
78,113,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Don Frye,def,Tank Abbott,SUB,Submission (rear-naked choke),,1:22,82.0,False,2,1240.511921284684,1226.422341063315,0.0,1263.1393354747895,1204.129322156807,46.469485843018624,5.0,6.0
79,114,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Tank Abbott,def,Steve Nelmark,KO,KO (punch),,1:03,63.0,False,1,1204.129322156807,1222.9989472510842,1.0,1229.566862448589,1197.561406959302,48.2567737600578,7.0,2.0
80,116,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Ken Shamrock,def,Brian Johnston,SUB,Submission (forearm choke),,5:48,348.0,False,1,1259.13165712154,1225.9960091724404,2.0,1280.1571489833973,1204.970517310583,46.469485843018624,8.0,4.0
81,119,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Kimo Leopoldo,def,Paul Varelans,TKO,TKO (corner stoppage),,9:08,548.0,False,1,1161.2171260598086,1221.8361458104287,1.0,1188.465122811988,1194.5881490582492,46.469485843018624,3.0,6.0
82,120,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Mark Hall,def,Felix Mitchell,TKO,TKO (punches),,1:45,105.0,False,4,1245.2329919787087,1159.7106974942728,0.0,1263.6664435724424,1142.0824744818826,46.469485843018624,5.0,3.0
83,121,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Steve Nelmark,def,Marcus Bossett,SUB,Submission (choke),,1:37,97.0,False,1,1197.561406959302,1201.2504808810008,1.0,1221.0428473024,1177.7690405379028,46.469485843018624,3.0,3.0
84,122,/wiki/Ultimate_Ultimate_1996,1996-12-07,,Tai Bowden,def,Jack Nilson,SUB,Submission (headbutts),,4:46,286.0,False,1,1177.0010527489158,1200.0,0.0,1201.7716068556977,1175.229445893218,46.469485843018624,2.0,1.0
89,128,/wiki/UFC_12,1997-02-07,Heavyweight,Vitor Belfort,def,Scott Ferrozzo,TKO,TKO (punches),,0:43,43.0,False,1,1200.0,1181.9126270542981,0.0,1222.0946310465874,1159.8179960077107,46.61376837860644,1.0,4.0
90,129,/wiki/UFC_12,1997-02-07,Heavyweight,Scott Ferrozzo,def,Jim Mullen,TKO,TKO (knees),,8:02,482.0,False,1,1159.8179960077107,1200.0,0.0,1185.8084395841822,1174.0095564235285,46.61376837860644,5.0,1.0
88,127,/wiki/UFC_12,1997-02-07,Heavyweight,Mark Coleman,def,Dan Severn,SUB,Submission (neck crank),,2:57,177.0,False,3,1247.0873765939696,1257.8008747491774,2.0,1271.8388885248626,1233.7755288966764,46.61376837860644,3.0,7.0
91,131,/wiki/UFC_12,1997-02-07,Heavyweight,Justin Martin,def,Eric Martin,SUB,Submission (heel hook),,0:14,14.0,False,1,1200.0,1200.0,0.0,1223.3068841893032,1176.6931158106968,46.61376837860644,1.0,1.0
86,125,/wiki/UFC_12,1997-02-07,Lightweight,Yoshiki Takahashi,def,Wallid Ismail,DECISION,Decision,,15:00,900.0,False,1,1200.0,1200.0,0.0,1222.4104655666376,1177.5895344333624,44.820931133275415,1.0,1.0
85,123,/wiki/UFC_12,1997-02-07,Lightweight,Jerry Bohlander,def,Nick Sanzo,SUB,Submission (neck crank),,0:39,39.0,False,3,1222.6803357700578,1200.0,0.0,1245.1264512181694,1178.2124143288004,46.61376837860644,4.0,1.0
87,126,/wiki/UFC_12,1997-02-07,Lightweight,Nick Sanzo,def,Jackie Lee,TKO,TKO (strikes),,0:48,48.0,False,1,1178.2124143288004,1200.0,0.0,1202.9789536571811,1175.2334606716192,46.61376837860644,2.0,1.0
92,132,/wiki/UFC_13,1997-05-30,Lightweight,Guy Mezger,def,Tito Ortiz,SUB,Submission (guillotine choke),,3:00,180.0,False,3,1243.8122543455504,1200.0,0.0,1264.929593975762,1179.5022061877635,46.875544314475455,3.0,1.0
93,134,/wiki/UFC_13,1997-05-30,Lightweight,Enson Inoue,def,Royce Alger,SUB,Submission (armbar),,1:36,96.0,False,1,1200.0,1200.0,0.0,1223.4377721572378,1176.5622278427622,46.875544314475455,1.0,1.0
94,135,/wiki/UFC_13,1997-05-30,Lightweight,Tito Ortiz,def,Wes Albritton,TKO,TKO (corner stoppage),,0:31,31.0,False,1,1179.5022061877635,1200.0,0.0,1204.321143703235,1175.1810624845284,46.875544314475455,2.0,1.0
95,136,/wiki/UFC_13,1997-05-30,Heavyweight,Randy Couture,def,Steven Graham,TKO,TKO (punches),,3:13,193.0,False,1,1200.0,1200.0,0.0,1223.4377721572378,1176.5622278427622,46.875544314475455,1.0,1.0
96,137,/wiki/UFC_13,1997-05-30,Heavyweight,Steven Graham,def,Dmitri Stepanov,SUB,Submission (armlock),,1:30,90.0,False,1,1176.5622278427622,1200.0,0.0,1201.5787023896248,1174.9835254531374,46.875544314475455,2.0,1.0
97,139,/wiki/UFC_13,1997-05-30,Heavyweight,Jack Nilson,def,Saeed Hosseini,TKO,TKO (punches),,1:23,83.0,False,1,1175.229445893218,1200.0,0.0,1200.3353975458497,1174.8940483473684,46.875544314475455,2.0,1.0
98,140,/wiki/UFC_13,1997-05-30,Heavyweight,Vitor Belfort,def,Tank Abbott,TKO,TKO (punches),,0:52,52.0,False,2,1222.0946310465874,1229.566862448589,1.0,1246.395523723993,1205.625096263953,46.875544314475455,2.0,8.0
105,149,/wiki/UFC_14,1997-07-27,Heavyweight,Alex Hunter,def,Sam Fulton,TKO,TKO (punches),,2:22,142.0,False,1,1200.0,1200.0,0.0,1223.5058420518956,1176.4941579481044,47.011684103791346,1.0,1.0
103,146,/wiki/UFC_14,1997-07-27,Heavyweight,Mark Kerr,def,Dan Bobish,SUB,Submission (chin to the eye),,1:38,98.0,False,1,1200.0,1200.0,0.0,1223.5058420518956,1176.4941579481044,47.011684103791346,1.0,1.0
102,145,/wiki/UFC_14,1997-07-27,Middleweight,Tony Fryklund,def,Donnie Chappell,SUB,Submission (choke),,1:31,91.0,False,1,1200.0,1200.0,0.0,1223.5058420518956,1176.4941579481044,47.011684103791346,1.0,1.0
104,148,/wiki/UFC_14,1997-07-27,Heavyweight,Dan Bobish,def,Brian Johnston,SUB,Submission (forearm choke),,2:10,130.0,False,1,1176.4941579481044,1204.970517310583,0.0,1201.9222727772992,1179.5424024813883,47.011684103791346,2.0,5.0
100,142,/wiki/UFC_14,1997-07-27,Middleweight,Kevin Jackson,def,Tony Fryklund,SUB,Submission (rear-naked choke),,0:44,44.0,False,1,1200.0,1223.5058420518956,1.0,1225.0937137692815,1198.412128282614,47.011684103791346,1.0,2.0
99,141,/wiki/UFC_14,1997-07-27,Heavyweight,Maurice Smith,def,Mark Coleman,UD,Decision (unanimous),,21:00,1260.0,False,1,1200.0,1271.8388885248626,3.0,1227.2096346670007,1244.6292538578618,45.203542407491675,1.0,4.0
101,143,/wiki/UFC_14,1997-07-27,Middleweight,Joe Moreira,def,Yuri Vaulin,UD,Decision (unanimous),,15:00,900.0,False,1,1177.973992062817,1200.0,0.0,1202.0067074572703,1175.9672846055466,45.203542407491675,2.0,1.0
110,155,/wiki/UFC_15,1997-10-17,Heavyweight,Alex Hunter,def,Harry Moskowitz,DECISION,Decision (split),,12:00,720.0,False,2,1223.5058420518956,1200.0,0.0,1244.9848238331126,1178.8384415948601,45.38926203946873,2.0,1.0
109,154,/wiki/UFC_15,1997-10-17,Heavyweight,Dave Beneteau,def,Carlos Barreto,UD,Decision (unanimous),,15:00,900.0,False,2,1203.219311031564,1200.0,0.0,1226.0409266440734,1177.515649642848,45.38926203946873,3.0,1.0
111,156,/wiki/UFC_15,1997-10-17,Heavyweight,Dwayne Cason,def,Houston Dorr,TKO,TKO (punches),,3:43,223.0,False,1,1200.0,1200.0,0.0,1223.6024162605238,1176.3975837394762,47.20483252104748,1.0,1.0
107,151,/wiki/UFC_15,1997-10-17,Heavyweight,Randy Couture,def,Vitor Belfort,TKO,TKO (punches),,8:16,496.0,False,2,1223.4377721572378,1246.395523723993,2.0,1248.974912540116,1221.2357795044084,47.20483252104748,2.0,3.0
106,150,/wiki/UFC_15,1997-10-17,Heavyweight,Maurice Smith,def,Tank Abbott,TKO,TKO (leg kicks),,8:08,488.0,True,2,1227.2096346670007,1205.625096263953,0.0,1251.926703515103,1181.2733042953791,51.92531577315223,2.0,9.0
108,152,/wiki/UFC_15,1997-10-17,Heavyweight,Mark Kerr,def,Dwayne Cason,SUB,Submission (rear-naked choke),,0:53,53.0,False,2,1223.5058420518956,1223.6024162605238,1.0,1247.4689535615614,1199.9934394037102,47.20483252104748,2.0,2.0
112,157,/wiki/UFC_Japan:_Ultimate_Japan,1997-12-21,Heavyweight,Randy Couture,def,Maurice Smith,MD,Decision (majority),1.0,21:00,1260.0,False,3,1248.974912540116,1251.926703515103,2.0,1272.630882936472,1228.9647579242312,45.53702081304244,3.0,3.0
