Name,Elo,WinStreak,LastFight
Steve Erceg,1249.101680078071,1,2025-08-09
Bas Rutten,1248.9138654827022,2,1999-05-07
Andre Petroski,1248.779479435582,0,2025-09-28
Lupita Godinez,1248.6424870825338,3,2023-09-16
Jordan Leavitt,1248.4084961579395,1,2025-05-31
Ali Bagautinov,1248.3139988710152,0,2016-11-19
Ryan Jimmo,1247.9222984999637,0,2015-05-30
Gerald Harris,1247.9053692802593,0,2010-11-20
Curtis Millender,1247.4326647801593,0,2019-04-13
Casey O'Neill,1247.199620732439,1,2024-08-18
Mark Kerr,1246.907328962856,2,1997-10-17
Viviane Araújo,1246.8155664430817,0,2025-06-28
Nate Maness,1246.7984390754666,2,2024-06-15
Kajan Johnson,1246.6532507015845,0,2018-09-15
Josh Hokit,1246.3777402716637,1,2025-11-08
Laverne Clark,1246.2552480142003,0,2000-09-22
Ibo Aslan,1246.1885713028555,2,2024-10-26
Rani Yahya,1245.8879825898305,0,2024-04-27
Yousri Belgaroui,1245.5981299118703,1,2025-10-18
James Head,1245.370405325073,0,2013-08-28
Jeff Monson,1245.2893201170036,0,2006-11-18
Carlos Condit,1245.1766316551393,0,2021-07-10
Alexander Gustafsson,1245.1536124297666,0,2022-07-23
Adriano Martins,1245.001091337177,0,2017-09-09
Travis Browne,1244.7152663528427,0,2017-07-08
Antônio Carlos Júnior,1244.705545372915,0,2021-01-24
Jéssica Andrade,1244.6422083203202,0,2025-08-16
Yana Kunitskaya,1244.6196556031432,0,2021-07-10
Oban Elliott,1244.492960827009,0,2025-06-21
Alex Hunter,1244.4707995175218,2,1997-10-17
Tito Ortiz,1244.4384318082907,0,2012-07-07
Ethyn Ewing,1244.3815194591639,1,2025-11-15
Brady Hiestand,1244.3217394578926,3,2024-06-15
Billy Elekana,1244.0276576423817,2,2025-11-01
Remco Pardoel,1243.9720436255654,2,1995-09-08
Felipe Lima,1243.9546477520246,0,2025-06-28
Matt Riddle,1243.8722403681122,0,2013-02-16
Magomed Mustafaev,1243.7864033041242,0,2020-02-23
Joel Sutton,1243.6932479997017,2,1995-09-08
Charles Radtke,1243.30740043718,1,2025-11-01
Brando Peričić,1243.2067507709298,1,2025-09-28
Chidi Njokuani,1243.1850098515556,0,2025-07-12
Jack Jenkins,1243.0975469308712,1,2025-09-28
Alexey Oleynik,1242.9461435475062,1,2020-05-09
Tim Boetsch,1242.9340686556475,0,2019-03-09
Melvin Guillard,1242.7302897993065,0,2014-03-08
Ken Shamrock,1242.5569862495668,0,2006-10-10
Wilson Gouveia,1242.5558776853666,0,2009-12-12
Abdul-Rakhman Yakhyaev,1242.4775770703632,1,2025-11-22
Zachary Reese,1242.450607737746,1,2025-11-08
Anthony Smith,1242.4372380807652,0,2025-04-26
Nick Diaz,1241.5209683345633,0,2021-09-25
Oleg Taktarov,1241.507513844071,0,1995-12-16
Timur Valiev,1241.4971389052853,0,2022-03-19
Vladimir Matyushenko,1241.4501921658934,0,2013-01-26
Sean Pierson,1241.4431978672524,2,2013-06-15
Che Mills,1241.1187389603413,0,2013-02-16
Gabriella Fernandes,1240.8289296315652,3,2025-08-09
Thiago Moisés,1240.7658532969397,0,2025-05-17
Loopy Godínez,1240.410755390282,1,2025-08-16
Alex Perez,1240.382349894832,0,2025-11-22
Olivier Aubin-Mercier,1240.3030768867843,0,2019-07-27
James Vick,1240.2593260422748,0,2019-10-12
Diego Sanchez,1240.2330638613532,0,2020-09-27
Frank Mir,1240.1814435244426,0,2016-03-20
Marcus Davis,1239.8885243975258,0,2011-01-01
Iuri Alcântara,1239.8135325320768,0,2018-08-25
Azamat Bekoev,1239.739100070809,0,2025-10-18
Baisangur Susurkaev,1239.6236391311224,1,2025-11-15
Johnny Case,1239.587420681099,0,2017-06-25
Michelle Montague,1239.5649816764856,1,2025-09-28
Luke Riley,1239.4530888441784,1,2025-11-22
Cheyanne Buys,1239.428337693365,1,2021-07-31
Alateng Heili,1239.3869056969556,0,2025-04-26
Diego Nunes,1239.2919644890324,1,2012-10-05
Felicia Spencer,1239.200148013488,1,2021-11-13
Norman Parke,1239.143533359568,0,2016-02-27
Shawn Jordan,1239.0230338872457,0,2015-10-03
Mateusz Rębecki,1238.8625006055122,0,2025-10-25
Jorge Rivera,1238.7488051539394,1,2012-01-20
Lyman Good,1238.6849525838877,0,2020-06-20
Jacob Malkoun,1238.4045059717912,1,2024-03-30
Melissa Croden,1238.3637421973544,1,2025-10-18
Santiago Luna,1238.2555323430497,1,2025-09-13
Guy Mezger,1238.1275239087363,0,1999-03-05
Sodiq Yusuff,1238.0719169567049,0,2025-05-17
Ramazan Emeev,1238.0508543887563,0,2022-06-12
Khalid Murtazaliev,1237.9789192686749,1,2018-09-15
Iwo Baraniewski,1237.8139477538255,1,2025-12-06
Joe Lauzon,1237.7286137409799,1,2019-10-18
Paul Sass,1237.5493725448284,0,2013-02-16
Jerry Bohlander,1237.4278781926207,0,1999-01-08
Krzysztof Soszynski,1237.4192250094684,0,2011-12-10
Ante Delija,1237.372861178118,0,2025-11-01
Calvin Kattar,1237.0064412872505,0,2025-07-12
Themba Gorimbo,1236.99789229781,0,2025-11-01
Jose Miguel Delgado,1236.9790763592673,0,2025-10-25
Steve Bossé,1236.9189729284442,2,2016-06-18
Matt Serra,1236.8259161035003,0,2010-09-25
Jack Shore,1236.5951119021986,0,2024-11-02
Donald Cerrone,1236.4013947179483,0,2022-07-02
Cezar Ferreira,1236.3709222954446,0,2019-07-13
Denzel Freeman,1236.2893287214026,1,2025-11-22
Wilson Reis,1235.9466817084308,0,2019-04-13
Rashad Evans,1235.1819763666851,0,2018-06-09
Maiquel Falcão,1235.167416724953,1,2010-11-20
Cristian Quiñónez,1235.1642375406288,1,2022-09-03
Islam Dulatov,1235.1233698578499,1,2025-07-19
Josh Thomson,1235.1223953968479,0,2015-07-15
Alden Coria,1235.0352705143127,1,2025-09-13
Todd Duffee,1234.92097618099,0,2019-09-14
Jamey-Lyn Horth,1234.9051728110383,1,2025-06-14
Joe Duffy,1234.865356334866,1,2017-03-18
Nordine Taleb,1234.8560950576107,0,2019-09-07
Brian Foster,1234.8543423447966,2,2010-11-20
Marco Tulio,1234.6545501208175,0,2025-11-08
Daniil Donchenko,1234.6017586426028,1,2025-09-13
Megan Anderson,1234.5418074657728,0,2021-03-06
Cathal Pendred,1234.4676265042392,0,2015-10-24
Elias Silverio,1234.3356736859732,1,2014-05-31
Donte Johnson,1233.9828663641836,1,2025-11-01
Dennis Hallman,1233.9271260982732,1,2011-12-10
Dmitriy Sosnovskiy,1233.73026746498,1,2018-03-17
Lee Murray,1233.6959330734105,1,2004-01-31
Leslie Smith,1233.678622778187,2,2017-07-16
Wang Guan,1233.669422562347,1,2017-11-25
Dennis Bermudez,1233.3445738330404,1,2019-01-19
Abel Trujillo,1233.155482643342,0,2017-12-16
Malcolm Wellmaker,1233.1271601376357,0,2025-11-15
Luis Henrique Da Silva,1232.9719581928086,1,2016-10-01
Carli Judice,1232.9133409664523,2,2025-07-19
Marcio Cruz,1232.876241940485,0,2006-04-15
Drew Fickett,1232.8656200809298,1,2007-04-05
Wanderlei Silva,1232.6257649360773,1,2013-03-03
Yang Dongi,1232.5455537697198,1,2015-11-28
Mirsad Bektić,1232.520832083713,0,2020-09-19
Carlos Felipe,1232.4670138287122,0,2021-10-16
Brian Stann,1232.1247141591614,0,2013-03-03
Serhiy Sidey,1232.060229173388,2,2025-05-03
Pedro Munhoz,1231.9826104706815,0,2024-11-02
Juan Espino,1231.9778677884706,0,2021-04-17
Stephanie Luciano,1231.9106440185935,1,2025-10-18
Brendan Schaub,1231.8302631268798,0,2014-12-06
Jakub Wikłacz,1231.6822858205244,1,2025-10-04
Baysangur Susurkaev,1231.5466667357518,1,2025-08-16
Wang Anying,1231.4502290843302,1,2014-03-01
Gleison Tibau,1231.3871341630584,0,2018-06-01
Beatriz Mesquita,1231.2585741180894,1,2025-10-11
Kevin Randleman,1230.980041818128,1,2002-01-11
Montserrat Rendon,1230.9574124225467,1,2025-09-13
Michael Trizano,1230.9449561433237,1,2022-11-12
Cláudio Silva,1230.880467800794,0,2022-07-23
Daria Zheleznyakova,1230.8701144963213,1,2025-06-21
Jhonata Diniz,1230.546364429486,0,2025-10-11
Cung Le,1230.3908953770951,0,2014-08-23
Evan Elder,1230.3002003479028,3,2025-04-26
George Sotiropoulos,1230.2077806974282,0,2013-10-19
Javier Vazquez,1230.0620752340126,1,2011-06-26
Josh Samman,1230.014487381033,0,2016-07-13
Alexey Kunchenko,1229.9746465818107,0,2020-03-14
Robbie Peralta,1229.9341086715156,0,2015-04-04
Dan Kelly,1229.8502409603266,0,2018-05-27
Mark Hunt,1229.8414463473055,0,2018-12-02
Damir Ismagulov,1229.6830413539453,0,2023-07-01
Timothy Johnson,1229.5951155036084,1,2018-02-03
Gray Maynard,1229.5216189544947,0,2018-10-06
Hamdy Abdelwahab,1229.297869368499,1,2025-10-25
Cyrille Diabate,1229.2209143138302,1,2012-04-14
Tom Duquesnoy,1228.90861013252,1,2018-03-17
Viscardi Andrade,1228.731430557744,0,2016-03-20
Max Griffin,1228.6471932486247,0,2025-07-12
José Alberto Quiñónez,1228.5247352776867,0,2020-12-05
Gary Goodridge,1228.522175066138,2,1999-03-05
Mana Martinez,1228.3709707008445,1,2021-08-28
Trey Waters,1228.3687846977814,0,2025-09-06
Sanae Kikuta,1228.3118412756007,1,2000-04-14
Paweł Pawlak,1228.0684535971025,1,2015-04-11
Andre Roberts,1228.0602721995742,1,1999-07-16
Luis Saldaña,1227.6943913382638,0,2022-08-20
Genki Sudo,1227.489855307549,1,2004-04-02
Soa Palelei,1227.4870850257007,0,2015-08-01
Abdul-Kerim Edilov,1227.2703502379215,1,2017-09-02
Tom Murphy,1227.179217488349,1,2006-03-04
Scott Adams,1227.070928355013,1,2000-03-10
Jonathan Wiezorek,1226.7679257216137,1,2004-04-02
Aspen Ladd,1226.731632969671,0,2022-04-09
Ikuhisa Minowa,1226.7162800318467,1,2000-04-14
Logan Clark,1226.5076205661785,1,2006-12-13
Danny Silva,1226.3195861387562,0,2025-08-02
Taiyilake Nueraji,1226.2800473473048,1,2025-08-23
Julio Arce,1225.9529257314987,1,2024-03-30
Hermes França,1225.9493972888713,0,2009-09-19
Kim Dong-Hyun,1225.9136839443784,1,2008-05-24
Kevin Lee,1225.8175815768307,0,2023-07-01
Charlie Campbell,1225.788747571218,0,2025-09-28
Dave Beneteau,1225.6978143109216,2,1997-10-17
Tecia Pennington,1225.6743734353672,0,2025-11-08
Patrício Pitbull,1225.4323944287703,1,2025-07-19
Axel Sola,1225.2778200224895,1,2025-09-06
Kazushi Sakuraba,1225.1774646924434,1,1997-12-21
Ben Nguyen,1225.1302122164104,0,2018-12-02
Nora Cornolle,1224.647997124997,0,2025-08-02
Aisling Daly,1224.5225362206286,1,2015-10-24
Bob Cook,1224.3662721467263,1,2000-03-10
Su Mudaerji,1224.167961968223,2,2025-08-23
Maurice Smith,1224.167327200475,0,2000-11-17
Mark Madsen,1224.1026078130433,0,2023-11-11
Marcelo Mello,1223.993896895176,1,1999-05-07
Sione Latu,1223.9184331511444,1,1999-03-05
Cesar Marscucci,1223.7515845990847,1,1998-10-16
Tulio Palhares,1223.7515845990847,1,1998-10-16
Mark Hughes,1223.726189704507,1,2000-11-17
Ben Earwood,1223.726189704507,1,2000-11-17
Royston Wee,1223.708444564205,0,2015-05-16
Matthew Riddle,1223.6248647018092,1,2012-11-17
Aori Qileng,1223.6222641045156,1,2025-10-18
Mikey Burnett,1223.5480085788456,1,1999-01-08
Mike Kyle,1223.462066491633,1,2005-02-05
Michael Chandler,1223.4033082279566,0,2025-04-12
Liz Carmouche,1223.2568567972446,0,2019-08-10
Enson Inoue,1223.1605087263504,1,1997-05-30
Ateba Gautier,1223.0884504102596,1,2025-03-29
Justin Martin,1223.0311691328436,1,1997-02-07
Paddy Holohan,1222.9274155484252,0,2015-10-24
Mark Schultz,1222.8231032670658,1,1996-05-17
Rafael Carino,1222.7268750174755,1,1996-05-17
Josh Koscheck,1222.6933304837396,0,2015-03-21
Roy Nelson,1222.5899275944541,0,2017-04-15
Joanne Calderwood,1222.4738668733592,0,2021-06-12
Onassis Parungao,1222.4423058287896,1,1995-09-08
Jonathan Micallef,1222.4345403656578,1,2025-02-08
Anthony Macias,1222.3795536976354,1,1995-07-14
Brad Riddell,1222.3604970526924,0,2022-11-12
Muin Gafurov,1222.3062351344843,2,2025-01-18
Jon Hess,1222.2701593845886,1,1995-04-07
Ebenezer Fontes Braga,1222.2675749385085,1,1998-10-16
Yoshiki Takahashi,1222.1453549354267,1,1997-02-07
Matt Brown,1222.0383211731632,1,2023-05-13
Adam Wieczorek,1222.028217910797,0,2018-11-03
Tyrone Roberts,1221.8704917356006,1,2000-06-09
Tsuyoshi Kohsaka,1221.842111688594,1,1998-03-13
Scott Morris,1221.8379034010122,1,1994-03-11
Frank Hamaker,1221.8379034010122,1,1994-03-11
Choi Dong-Hun,1221.8290659920312,1,2024-11-23
Philip Rowe,1221.799276450493,0,2025-11-01
Eryk Anders,1221.047246128124,0,2025-08-09
Park Hyun-Sung,1220.7731991836351,0,2025-10-18
Jose Delgado,1220.477865613463,1,2025-02-15
Din Thomas,1220.4304762853144,0,2008-04-02
Vinc Pichel,1220.2511467782897,0,2025-03-29
Lance Benoist,1220.1494488477838,1,2014-06-07
Karl Williams,1219.7154092360101,0,2024-08-10
Lone'Er Kavanagh,1219.6528934330242,0,2025-08-23
Steve Nelmark,1219.5733567549619,0,1996-12-07
Siyar Bahadurzada,1219.5039704527346,0,2019-09-28
Keith Hackney,1219.2984590821334,0,1995-12-16
Douglas Silva De Andrade,1219.2296095615175,0,2024-06-15
Steve Jennum,1219.2021629025683,0,1995-12-16
Rich Attonito,1218.7015189968672,0,2011-12-10
Alexis Davis,1218.69320503659,1,2022-02-05
Joe Charles,1218.631299954939,0,1997-12-21
Tatsuya Kawajiri,1218.3269310949256,0,2016-08-06
Makhmud Muradov,1217.7887464120092,0,2024-02-03
Torrez Finney,1217.6737504903545,1,2025-04-05
Ilir Latifi,1217.5450526533937,0,2023-05-20
Manvel Gamburyan,1217.530118141058,0,2016-04-16
Bea Malecki,1217.511111808687,0,2021-08-21
Chance Rencountre,1217.4773945791717,0,2019-11-02
Lee Chang-Ho,1217.4056797004857,0,2025-11-01
Timothy Cuamba,1216.8407215835425,2,2025-11-01
Holly Holm,1216.653692885766,0,2024-04-13
Sam Adkins,1216.6077378580912,0,1996-09-20
Brad Tavares,1216.5542427720009,0,2025-09-06
Aleksei Oleinik,1216.5143555574064,0,2022-10-01
Carlston Harris,1216.4920664686367,0,2025-01-11
Mohammed Usman,1216.447135257681,1,2025-06-21
Nina Nunes,1216.4371925220107,1,2022-08-13
Ron Waterman,1216.4248573642178,1,2000-04-14
Walt Harris,1216.3467737606277,0,2021-06-05
Shi Ming,1216.216213605174,1,2024-11-23
Paul Kelly,1215.9807428991885,0,2011-02-05
Mike Russow,1215.8371894632658,0,2013-01-26
Tom Lawlor,1215.8322829790231,0,2016-03-05
Ian Freeman,1215.80602493462,0,2003-06-06
Mike Perry,1215.789726792875,0,2021-04-10
Falaniko Vitale,1215.7339649471091,0,2003-11-21
Evan Dunham,1215.6067055849476,0,2020-06-06
Taila Santos,1215.59005475299,0,2023-08-26
Sultan Aliev,1215.5707714255411,1,2019-04-20
Andreas Gustafsson,1215.557364955991,0,2025-09-06
Christian Rodriguez,1215.423429008621,0,2025-08-09
Luana Carolina,1215.2681156736508,0,2025-09-28
Terry Etim,1215.2257558022086,0,2013-02-16
Matheus Nicolau,1215.1897387858637,0,2024-10-19
Jake O'Brien,1215.0268202832117,0,2009-07-11
Kang Kyung-Ho,1214.9695049794834,0,2024-06-22
Kennedy Nzechukwu,1214.439786797222,0,2025-07-12
Ian Mccall,1214.3505865907405,0,2015-01-31
Amanda Ribas,1214.316488111744,0,2025-07-26
Michelle Waterson,1214.0635724733536,0,2022-07-16
Tim Credeur,1214.0272288648794,0,2011-06-04
Ian Garry,1213.9551447696692,2,2023-03-04
Claudio Puelles,1213.8506668973846,0,2025-09-13
Nikolas Motta,1213.6654495354644,0,2025-06-21
Jarjis Danho,1213.629512252394,1,2021-04-10
Hyder Amil,1213.5982722393774,0,2025-11-08
Ariane Lipski,1213.5522166410826,0,2024-04-27
Brad Blackburn,1213.128950360017,0,2010-04-10
Rafael Natal,1213.0413275528074,0,2017-07-22
Manny Bermudez,1212.7043843632373,0,2019-10-18
Ben Askren,1212.633640499916,0,2019-10-26
Antônio Rogério Nogueira,1212.3050555609962,0,2020-07-26
Scott Holtzman,1212.254439621558,0,2022-12-03
Rich Clementi,1212.062401820074,0,2009-02-07
David Branch,1212.0001889293248,0,2019-03-30
Roan Carneiro,1211.8712883298776,0,2017-02-11
Carlos Leal,1211.82909580465,1,2025-03-08
John Castañeda,1211.6876038064263,0,2025-04-26
Cody Haddon,1211.6822910778826,1,2024-10-12
Mike Wilkinson,1211.6030483054078,0,2016-02-27
Marina Rodriguez,1211.2618907746985,0,2025-05-03
Tallison Teixeira,1211.1511954425196,0,2025-07-12
Brad Kohler,1210.6103334814152,1,1999-09-24
Ildemar Alcântara,1210.3279980589189,0,2015-07-15
Kenny Robertson,1210.1496871487332,0,2016-09-17
Ian Heinisch,1209.8727018960258,0,2021-07-24
Luiz Cane,1209.7391856774912,0,2011-08-27
Tony Kelley,1209.6049083817472,0,2022-06-18
Jamie Mullarkey,1209.5781374767455,1,2025-09-28
Jason Delucia,1209.549958437713,0,1999-11-19
Takeya Mizugaki,1209.1176113934926,0,2016-12-17
Rodrigo Nascimento,1208.9130294279712,0,2024-11-02
Brandon Vera,1208.9036360708621,0,2013-08-31
Loopy Godinez,1208.8173530300255,1,2025-03-29
Gabriel Santos,1208.779934642329,2,2025-02-08
Austin Bashi,1208.6299719785227,1,2025-08-02
Chris Clements,1208.5224604727596,0,2015-04-25
Uran Satybaldiev,1208.4373226691007,1,2025-08-23
Julia Polastri,1208.436307614734,1,2025-10-11
Chad Laprise,1208.3746872796116,0,2018-12-08
Paige Vanzant,1208.2352659641224,0,2020-07-12
Marcus Aurelio,1208.1688875624054,0,2009-08-29
Antoni Hardonk,1208.1424863550942,0,2009-10-24
Tyson Griffin,1207.8190269350084,0,2011-10-29
Tai Tuivasa,1207.8045697097773,0,2024-08-18
Tony Ferguson,1207.6894104900339,0,2024-08-03
Roman Mitichyan,1207.4452450219617,0,2008-04-02
Patrick Smith,1207.3503726719173,2,1995-07-14
Waylon Lowe,1207.1290404186557,0,2011-03-26
Erik Koch,1206.8726532434107,1,2019-07-27
Zak Ottow,1206.5592615169512,0,2019-03-09
Yoo Joo-Sang,1206.372128123972,0,2025-10-04
Mickaël Lebout,1206.2412302356329,1,2015-07-18
Jonathan Meunier,1206.2343705593223,1,2016-11-27
Melsik Baghdasaryan,1206.233710454977,0,2025-02-22
Joe Slick,1206.2244479799836,0,2000-04-14
Dan Severn,1206.1566616993414,0,2000-09-22
Michael Aswell,1206.151600488337,1,2025-10-11
Rong Zhu,1205.8641770180768,2,2025-08-23
Jason Saggo,1205.780497909229,0,2017-09-16
Shinsho Anzai,1205.5744777944642,0,2018-06-23
Josefine Lindgren Knutsson,1205.4944780928822,0,2024-12-14
Jutaro Nakao,1205.1769652031883,0,2002-03-22
Angela Hill,1205.0589402007581,0,2025-11-15
Javid Basharat,1204.7828248592268,0,2025-02-22
Galore Bofando,1204.4916367241785,0,2017-12-16
Mirko Cro Cop,1204.4845606928193,1,2015-04-11
Alex Garcia,1204.4292119236911,0,2018-10-27
Kiichi Kunimoto,1204.3447266609082,0,2017-06-11
Mike Ciesnolevicz,1204.297757507441,0,2009-06-20
Clint Hester,1204.1029007621223,0,2016-04-23
Nick Denis,1204.1023104764433,0,2012-05-05
Julius Walker,1204.0663785286583,1,2025-08-09
Kenichi Yamamoto,1203.8217109415607,0,2000-12-16
Robert Bryczek,1203.7042595099797,1,2025-09-06
Carlos Eduardo Rocha,1203.6179224665184,0,2011-02-05
Wesley Correira,1203.489363992633,0,2004-04-02
Keith Rockel,1203.2390674220405,1,2003-11-21
Eddie Yagin,1203.2201556317818,1,2012-04-21
Geza Kalman,1203.1676573599816,1,1996-07-12
Antonina Shevchenko,1203.1620983645157,1,2022-07-09
Dan Christison,1203.0072946373502,0,2006-07-08
Nick Sanzo,1202.91002568219,1,1997-02-07
Jordan Rinaldi,1202.8690776222918,0,2019-03-16
Steven Siler,1202.702014678428,0,2014-07-26
Kendall Grove,1202.6902812360918,0,2011-05-28
Nick Thompson,1202.667160522512,0,2006-04-15
Chris Kelades,1202.6601066713229,0,2016-04-23
Jennifer Maia,1202.6204493266637,0,2023-10-14
Jimi Manuwa,1202.4800516994853,0,2019-06-01
Travis Fulton,1202.4670484982905,1,1999-07-16
Nate Loughran,1202.3316377067865,0,2008-12-10
Anthony Torres,1202.2021003265245,0,2007-09-08
Brianna Van Buren,1202.147308228753,0,2020-06-20
Jesus Pinedo,1202.1175121963786,0,2019-03-23
Hunter Azure,1202.1089527825075,0,2021-04-10
Raphael Assunção,1202.0590221388545,0,2023-03-11
Lance Gibson,1202.049197810231,0,2000-12-16
Joe Moreira,1201.9672849204553,1,1997-07-27
Dan Bobish,1201.9648747690594,1,1997-07-27
Tai Bowden,1201.7327472080462,1,1996-12-07
Junior Assunção,1201.7025382616969,0,2011-12-30
Rory Singer,1201.6968886779825,0,2007-06-16
Katsuhisa Fujii,1201.6870826941836,1,1999-11-19
Gan Mcgee,1201.3944403595563,0,2003-09-26
Gerard Gordeau,1201.3546113429127,1,1993-11-12
Greg Soto,1201.3522719356495,0,2011-01-01
Jason High,1201.3460391797557,0,2014-06-07
Ion Cuțelaba,1201.1593047005967,0,2025-05-10
C. B. Dollaway,1200.907213294634,0,2018-09-15
Ryan Janes,1200.8720663896308,1,2017-12-01
Carlos Vera,1200.7992264728596,1,2025-03-15
Nicco Montaño,1200.7952937092068,0,2019-07-13
Alp Ozkilic,1200.6360928947668,0,2014-07-16
Marco Ruas,1200.6162132149932,0,1999-07-16
Orlando Wiet,1200.5834638857964,1,1994-03-11
Wang Sai,1200.4938154819642,1,2014-08-23
Jack Nilson,1200.328708386367,1,1997-05-30
Milton Vieira,1200.220760754266,0,2012-06-23
Miguel Torres,1200.206930982956,0,2012-04-21
Fernando Padilla,1200.0426047785122,0,2024-12-14
Alfonso Alcarez,1200.0,0,1999-09-24
Ron Faircloth,1200.0,0,2005-10-07
Robert Drysdale,1200.0,0,2014-07-06
Deanna Bennett,1200.0,0,2017-12-01
Dwayne Cason,1199.9935937062712,0,1997-10-17
Patrick Walsh,1199.8866059378488,0,2015-02-14
Scott Bessac,1199.8697330500574,0,1995-12-16
Brian Melancon,1199.8677762187785,0,2013-08-28
Andrei Semenov,1199.864182673493,0,2002-05-10
Djorden Ribeiro Dos Santos,1199.8589330593159,1,2025-10-18
Troy Mandaloniz,1199.7730102249873,0,2009-02-21
Nick Catone,1199.6355441443993,1,2014-02-01
Dan Cramer,1199.5863251863937,0,2009-08-08
Jose Ochoa,1199.511566880408,1,2025-06-14
Shauna Bannon,1199.4405033564321,0,2025-09-06
Jarred Brooks,1199.4022818525273,1,2018-09-08
Melissa Gatto,1199.3425859549716,1,2024-05-18
James Wilks,1199.3353068182828,0,2010-10-16
Damon Jackson,1199.3352463882861,0,2024-11-16
Maximo Blanco,1199.3173551353527,0,2016-09-17
Jose Torres,1199.2590922641582,0,2018-08-04
Fabricio Camoes,1199.247686762896,0,2009-11-21
Lucas Rocha,1199.1891162249135,1,2025-10-11
Benito Lopez,1199.174654891332,0,2022-11-05
Chris Cariaso,1199.0317362402955,0,2015-10-03
Johnny Rhodes,1198.9759807265866,1,1994-03-11
Miles Johns,1198.9749713963786,0,2025-11-08
Semmy Schilt,1198.8847006643473,0,2001-06-29
Aliaskhab Khizriev,1198.777506224962,0,2024-02-03
Tedd Williams,1198.7749938143315,0,2000-09-22
Tomasz Drwal,1198.7678700864046,0,2010-09-15
Brock Larson,1198.756066998445,0,2009-11-21
Alex Andrade,1198.5623388520419,0,2000-06-09
Sirwan Kakai,1198.5496400544378,0,2015-08-08
Lim Hyun-Gyu,1198.5055423158524,0,2016-08-20
Pascal Krauss,1198.488051776739,0,2013-08-31
Steven Graham,1198.4583731655948,0,1997-05-30
Isaac Dulgarian,1198.4493295753998,0,2025-11-01
Cj Fernandes,1198.4069265825035,0,2000-09-22
Mark Robinson,1198.3772026725237,0,2001-02-23
Cal Worsham,1198.0116416946114,1,1996-05-17
Valmir Lázaro,1197.9439327255245,0,2015-11-21
Gauge Young,1197.8818733959124,1,2025-08-23
Erick Silva,1197.8797873855715,0,2017-12-16
Benji Radach,1197.7672226523885,0,2002-09-27
Dione Barbosa,1197.7385991900828,0,2025-08-16
Nah-Shon Burrell,1197.5712572990162,0,2013-05-25
Andrey Pulyaev,1197.5288515733537,1,2025-08-02
Kyle Watson,1197.274296655692,0,2011-04-30
Caolán Loughran,1197.2549934174333,1,2025-03-22
Todd Medina,1197.1808636402384,0,1995-04-07
Mike Nickels,1197.1780499314932,0,2007-07-07
Junie Browning,1197.1516041074024,0,2009-04-01
Levan Makashvili,1197.141881298737,0,2016-01-30
Paul Jones,1196.9780185679297,0,1999-09-24
Viviane Pereira,1196.8768239955054,0,2018-06-23
Thiago Alves,1196.875376455725,0,2019-12-07
Joe Solecki,1196.7774200229796,0,2025-01-11
Jeff Hougland,1196.7060392069031,0,2012-11-10
Yanal Ashmouz,1196.6796598784545,0,2025-06-07
Jake Hecht,1196.608665946374,0,2012-03-03
Shamil Gamzatov,1196.596621729591,0,2021-10-30
Tj Waldburger,1196.5387342540223,0,2014-02-22
Marcus Levesseur,1196.4302686177882,0,2012-12-08
Kimbo Slice,1196.4002667765283,0,2010-05-08
Paul Buentello,1196.200881798599,0,2010-03-21
Justin Mccully,1196.0805028047587,0,2009-08-29
Matt Frevola,1196.061612801321,0,2025-10-18
Jesse Taylor,1196.0478973208858,1,2017-07-07
Junior Assuncao,1195.9270130149755,0,2007-09-19
Peter Sobotta,1195.9122054791326,0,2020-07-26
Rob Emerson,1195.7613795488508,0,2010-03-31
Joe Ellenberger,1195.7298398999867,0,2014-12-13
Dean Barry,1195.679453685318,0,2022-04-23
Nad Narimani,1195.5669568090555,0,2020-07-19
Shane Nelson,1195.3959949266775,0,2009-12-12
Mike Van Arsdale,1195.3067788587787,0,2006-02-04
Hakeem Dawodu,1195.2427583637416,0,2023-08-12
John Gunther,1195.1859724869075,0,2018-11-10
Dave Strasser,1195.0618578007552,0,2003-09-26
Sijara Eubanks,1195.050618102394,0,2021-12-18
Colby Thicknesse,1195.0269507058788,1,2025-09-28
Paul Craig,1194.9756178243754,0,2025-09-06
Nico Musoke,1194.890028990353,0,2017-05-28
Jonathan Pearce,1194.8239356745466,0,2024-10-12
Elves Brener,1194.7253928610983,0,2025-08-02
Paul Varelans,1194.705057143425,0,1996-12-07
Austin Vanderford,1194.6967353873506,0,2025-10-04
Ricardo Abreu,1194.69435376865,0,2015-06-06
Daniel Zellhuber,1194.5718513779448,0,2025-07-19
Dustin Hazelett,1194.5276228402527,0,2010-12-11
Rodolfo Bellato,1194.4055250035094,0,2025-09-28
Tarec Saffiedine,1194.329829798867,0,2017-06-17
Yancy Medeiros,1194.1819661929715,0,2021-06-26
Francisco Figueiredo,1194.1657338329867,0,2022-08-20
Naoki Inoue,1194.0955396780373,0,2018-06-23
Ronaldo Rodríguez,1194.0681124479843,0,2025-03-29
Klaudia Syguła,1193.7512833670512,1,2025-06-21
Ron Stallings,1193.7485559986953,0,2015-09-05
Miesha Tate,1193.7410039736246,0,2025-05-03
Ning Guangyou,1193.7366340775745,0,2016-11-27
John Lewis,1193.3571053646597,0,2000-11-17
